label,artist,album,genre,single_count,freq_billboard,freq_genius,freq_theSource,freq_xxl,rating_AOTY,rating_meta,rating_pitch,twitter,instagram,facebook,spotify,soundcloud,youtube
0,James Bay,Chaos and the Calm,soul,6,0,0,0,60,,58,,440434,953773,958552,1716404,101076,1270179
1,Ibeyi,Ibeyi,soul,0,0,0,3,1,,78,7.4,31979,134906,181715,179513,12161,121456
0,Seinabo Sey,Pretend,soul,3,0,0,0,1,,69,,13466,46970,77452,96581,26154,101340
0,Son Little,Son Little,soul,0,5,0,200,212,,75,,4518,8175,20381,43330,5626,0
0,Ravenhill,Soul,soul,0,0,0,0,1029,,,,0,0,0,392,0,0
0,Chris Stapleton,Traveller,soul,3,1,0,4,11,,85,,267758,1011518,1008522,682308,16941,593083
0,Amanda Black,Amazulu,soul,3,0,0,0,0,,,,0,0,0,323,0,0
0,Matt Corby,Telluric,soul,1,0,0,0,0,,77,,0,139087,0,313330,63504,172899
1,Moses Sumney,Aromanticism,soul,3,0,0,0,1,80,85,8.6,19583,80617,42112,75964,32731,15797
1,Rag'n'Bone Man,Human,soul,5,0,1,0,116,,,,0,0,0,4175,0,1657978
0,Nothing But You,Meant to Be,soul,0,11,0,95,8054,,,,12232,0,89850,3050,1740,0
0,Frances,Things I've Never Said,soul,7,0,0,1,85,,,,20305,13447,32701,48238,7060,49621
0,Ford & Lopatin,Channel Pressure,funk,2,0,731,200,79,,78,7.5,1464,0,0,3394,6934,0
0,Katie Waissel,Katie Waissel,funk,0,0,0,0,0,,,,0,0,0,0,0,0
0,Pascal & Pearce,Passport,funk,0,0,0,12,9,,,,23578,0,28689,1255,0,0
0,Don Broco,Automatic,funk,3,0,0,0,1,,47,,86694,76284,111937,88179,3783,16815
0,Twelve Foot Ninja,Silent Machine,funk,0,0,0,0,0,,,,11800,17252,88476,42876,3796,57184
1,7 Days of Funk,7 Days of Funk,funk,1,6,0,105,488,,74,7,0,0,2307,4289,5,22
0,The 1975,The 1975,funk,5,3,0,99,25,,,5.9,1932884,1965062,2035204,2188358,956993,1280467
0,Mystery Skulls,Forever,funk,4,0,0,0,4,,,,16140,15917,51595,72292,27411,95701
0,Nathan East,Nathan East,funk,0,0,0,48,0,,,,34813,62696,161965,10448,0,6550
0,Her Majesty & the Wolves,111,pop,3,0,0,7,5423,,,,0,0,0,326,0,0
0,CocknBullKid,Adulthood,pop,4,0,0,0,13,,,,0,0,0,758,0,330
0,The Adults,The Adults,pop,0,18,0,200,81,,,,0,0,0,448,0,498
0,Amanda Fondell,All This Way,pop,1,0,0,0,2,,,,1335,6874,19426,105376,60,0
0,Cir.Cuz,Alt I Sin Tid,pop,0,0,0,0,0,,,,0,0,0,85888,0,6903
0,Mark Stoermer,Another Life,pop,0,0,0,0,58,,,,39527,10509,12651,1729,356,1324
0,Anthem Lights,Anthem Lights,pop,0,2,0,53,13,,,,76987,0,1665682,197172,0,834878
0,Avion Roe,The Art of Fiction,pop,2,0,0,0,6,,,,16312,12174,99423,11339,312,0
0,Astro,Astro,pop,0,2,0,200,13,,,,315219,0,12457,39318,0,717366
0,Howie Dorough,Back to Me,pop,3,1,0,0,0,,,,0,0,0,277,0,0
0,Dirty Beaches,Badlands,pop,0,0,0,0,0,,76,8.2,0,0,31035,34949,282,215
0,Momoiro Clover Z,Battle and Romance,pop,5,0,0,0,0,,,,1881,0,0,35014,0,212828
0,We Are the In Crowd,Best Intentions,pop,4,1,0,3,1940,,69,,279562,48723,366173,121472,5296,35281
0,The Joy Formidable,The Big Roar,pop,6,1,0,0,70,,77,6.8,25490,11499,136850,78803,5713,22931
0,Birdy,Birdy,pop,4,0,0,4,4,,61,,322,363432,2488629,2028497,2057865,1896030
0,Anna Rossinelli,Bon Voyage,pop,2,0,0,0,0,,,,5880,3669,13373,2155,0,1378
0,Rainbow Arabia,Boys and Diamonds,pop,0,0,0,0,0,,61,4.9,2089,0,7922,4001,2468,101
0,BiS,Brand-new idol Society,pop,2,0,0,0,0,,,,1875,0,0,6415,4586,444
0,Tennis,Cape Dory,pop,0,0,0,0,0,,76,6.2,207384,0,54358,118132,0,0
0,Chiaki Kuriyama,Circus,pop,19,0,0,0,0,,,,0,0,0,621,0,0
0,Collectif Paris-Africa,Collectif Paris-Africa pour l'UNICEF,pop,1,0,0,0,0,,,,0,0,0,2038,0,2
0,Ringo Deathstarr,Colour Trip,pop,0,0,0,0,0,,68,,6112,7021,36793,20262,0,0
0,Casey Darnell,Coming Alive,pop,0,0,0,0,1,,,,9051,10497,11386,2194,204,1267
0,David Lynch,Crazy Clown Time,pop,4,0,0,0,0,,62,6.1,3520122,0,1298946,67293,0,48533
0,Still Corners,Creatures of an Hour,pop,0,0,0,0,124,,78,6.5,3534,1987,34845,46568,8629,1080
0,Cults,Cults,pop,5,2,1,2,2,,74,8.5,39149,8738,211821,155412,0,26084
0,Brite Futures,Dark Past,pop,0,0,0,0,0,,,,2304,0,5250,2127,388,874
0,Girls Names,Dead to Me,pop,1,2,0,8,60,,75,7.3,2827,1832,28348,11104,198,1125
0,Mia Martina,Devotion,pop,6,0,0,0,0,,,,108064,0,0,13493,6833,22323
0,Beady Eye,"Different Gear, Still Speeding",pop,5,0,0,0,0,,,,118023,17798,301527,97730,0,48863
0,Emily's Army,Don't Be a Dick,pop,2,0,0,0,93,,,,58,0,63553,9841,1499,0
0,Falling in Reverse,The Drug in Me Is You,pop,5,0,0,1,339,,,,646901,680954,2176921,792146,0,63045
0,Eli Lieb,Eli Lieb,pop,0,0,0,29,0,,,,37714,67600,162509,17866,0,341763
0,Melanie Laurent,En t'attendant,pop,1,0,0,0,0,,,,13935,74695,0,30416,0,0
0,Auryn,"Endless Road, 7058",pop,5,0,0,0,0,,,,531607,101898,92,105021,0,199188
0,Gazelle Twin,The Entire City,pop,0,0,0,0,3,,,,3555,0,16599,9686,6044,4370
0,Singing Adams,Everybody Friends Now,pop,0,3,0,1,23,,,,0,0,0,396,0,0
0,Dulce Maria,Extranjera - Primera Parte,pop,3,0,0,0,0,,,,7338913,4941185,9022015,252131,0,88521
0,Viva Brother,Famous First Words,pop,3,0,0,2,8,,34,2.9,7339,0,27059,2555,7,815
0,Austra,Feel It Break,pop,3,0,0,20,312,,75,7.3,0,0,51067,78774,0,0
0,Christina Grimmie,Find Me,pop,2,0,0,0,1,,,,895015,837163,3633678,231635,0,3963097
0,Chris Crocker,The First Bite,pop,2,0,0,0,4,,,,269201,874394,4103281,13716,0,9373
0,Girls' Generation,Girls' Generation,pop,3,3,0,111,21,,,,0,0,0,0,0,0
0,Little Scream,The Golden Record,pop,0,1,0,3,32,,77,8.1,2242,1849,7081,5105,175,0
0,miwa,Guitarissimo,pop,5,0,0,0,0,,,,312739,0,2118,183626,0,0
0,Greyson Chance,Hold On 'til the Night,pop,4,0,0,0,38,,,,2955688,648306,3394444,230548,15907,725870
0,Holy Ghost!,Holy Ghost!,pop,4,0,0,0,26,,69,7.1,23989,26140,85594,64874,23299,293
0,Frankie & The Heartstrings,Hunger,pop,5,0,0,52,33,,,,12150,0,13261,4885,399,0
0,Erin,Hunningolla,pop,0,0,0,0,7,,,,25283,413,52023,37748,0,359538
0,Speak,I Believe In Everything,pop,0,9,0,182,415,,,,2556,0,7509,5323,8108,115580
0,Basement,I Wish I Could Stay Here,pop,0,0,0,1,173,,,,43918,0,151230,100004,4470,551827
0,Givers,In Light,pop,0,0,0,4,1295,,70,,9721,0,41709,37243,552,0
0,Pietro Lombardi,Jackpot,pop,1,0,0,0,0,,,,555,0,1371081,14039,0,31732
0,the JaneDear girls,the JaneDear girls,pop,3,0,0,0,761,,56,,0,0,576,17285,0,29666
0,Jonny,Jonny,pop,0,2,0,47,24,,74,6.2,151734,0,102330,40302,0,0
0,I Fight Dragons,KABOOM!,pop,4,0,0,0,4,,,,12758,0,0,29693,1731,26034
0,I Am Empire,Kings,pop,3,0,0,24,34,,,,14727,1347,18917,6562,28,156
0,Matt Cardle,Letters,pop,4,0,0,0,0,,,,77,20290,824475,32608,0,73900
0,Birgit Bidder,The Life Home,pop,3,0,0,0,0,,,,0,0,0,197,0,0
0,Mirrors,Lights and Offerings,pop,4,3,0,0,6,,,,0,0,0,2200,0,0
0,Stephanie Cayo,Llegare,pop,3,0,0,0,0,,,,791141,898996,1193124,3916,0,0
0,Christina Perri,Lovestrong,pop,3,0,0,0,0,,,,1175945,977274,5967587,1286361,0,3721062
0,Go Radio,Lucky Street,pop,2,2,0,10,79,,,,53174,0,158127,85086,0,24256
0,Mademoiselle Yulia,Mademoworld,pop,2,0,0,0,0,,,,51807,156424,13092,1375,65,1855
0,Matthew Morrison,Matthew Morrison,pop,2,0,0,6,0,,52,,990442,601008,691881,28531,0,10086
0,Lisa Matassa,Me Time,pop,0,0,0,0,10,,,,0,0,0,123,0,0
0,Can Bonomo,Meczup,pop,3,0,0,0,0,,,,924683,300735,414209,90881,0,15489
0,Stephen Jerzak,Miles and Miles,pop,2,0,0,0,4,,,,43516,8541,107404,11815,1603,67252
0,Mary Byrne,Mine & Yours,pop,1,0,0,0,5,,,,55,0,70,744,0,2
0,Jamie Woon,Mirrorwriting,pop,2,0,0,0,0,,70,8,27522,10789,207388,149628,62092,48206
0,Charlene Soraia,Moonchild,pop,2,0,0,0,0,,,,8399,1676,24452,47912,4080,23161
0,JPM,Moonwalk,pop,5,0,0,0,8,,,,0,0,0,4,0,0
0,Seth MacFarlane,Music Is Better Than Words,pop,2,0,0,0,107,,52,,14764468,510001,1779684,33391,0,0
0,The Cinema,My Blood Is Full of Airplanes,pop,4,0,0,0,65,,,,5113,10776,183102,300036,0,8498
0,Of Monsters and Men,My Head Is an Animal,pop,4,0,0,0,56,,66,,390575,269764,2175844,2112050,1351821,993724
0,Naela,Naela,pop,4,0,0,0,0,,,,17603,0,0,526,0,6778
0,Grouplove,Never Trust a Happy Song,pop,4,0,0,0,222,,66,,137964,142516,544249,605188,8491,165916
0,New Look,New Look,pop,0,73,0,200,2942,,,,3155,259,15457,7182,0,722
0,Lauri Ylonen,New World,pop,3,0,0,0,0,,,,1755,0,42057,1200,0,0
0,Dev,The Night the Sun Came Up,pop,3,0,0,78,622,,,,129767,42120,921510,176693,0,295880
0,Bamboo Manalac,"No Water, No Moon",pop,4,0,0,0,4,,,,0,0,0,580,0,0
0,Ninja Sex Party,NSFW,pop,8,0,0,0,1,,,,571090,489234,211041,157316,7600,1087584
0,Peter Furler,On Fire,pop,3,0,0,1,22,,,,31314,15070,83586,8558,0,0
0,EMA,Past Life Martyred Saints,pop,4,0,0,0,0,,82,8.5,0,0,0,0,0,0
0,Penguin Prison,Penguin Prison,pop,0,0,0,2,3,,,,7710,4766,37024,44554,32920,4887
0,Natalia Kills,Perfectionist,pop,4,0,0,0,0,,,,827,1107,395507,144254,0,142028
0,YuiKaori,Puppy,pop,5,0,0,0,18,,,,0,0,0,87,0,0
0,Class Actress,Rapprocher,pop,0,0,0,0,6,,69,7.1,10520,0,37229,26905,4262,0
0,Rebeldes,Rebeldes,pop,3,0,0,1,0,,,,0,0,35858,66271,0,73566
0,Dia Frampton,Red,pop,0,0,0,2,0,,74,,129453,35630,195212,33108,0,51620
0,Reece Mastin,Reece Mastin,pop,1,0,0,0,0,,,,262530,96425,223087,24897,0,36088
0,Ronan Parke,Ronan Parke,pop,1,0,0,2,0,,,,105810,53669,679071,7724,0,52412
0,Runner Runner,Runner Runner,pop,3,0,0,200,90,,,,11079,0,165837,8224,542,409
0,Ivi Adamou,San Ena Oniro,pop,4,0,0,0,0,,,,59235,121389,194452,66746,0,10150
0,Icon for Hire,Scripted,pop,5,2,0,0,3,,,,42660,41616,212975,141507,2779,276706
0,Jessica 6,See the Light,pop,0,0,0,32,120,,66,,0,0,12631,3860,847,1307
0,Title Fight,Shed,pop,0,0,0,126,61,,81,,46199,36741,159650,93991,257,7668
0,Mary-Jess Leaverland,Shine,pop,3,0,0,0,0,,,,0,0,0,75,0,0
0,Somedaydream,Somedaydream,pop,5,0,0,0,0,,,,13395,0,87637,4109,2000,0
0,This Century,Sound of Fire,pop,0,1,0,10,175,,,,0,0,0,21722,2248,0
0,Wolf Gang,Suego Faults,pop,0,0,0,0,0,,,,19114,0,130144,55541,0,10322
0,Paradise Oskar,Sunday Songs,pop,2,0,0,0,2,,,,3390,0,0,1510,0,0
0,DyE,Taki 183,pop,2,0,0,0,1,,,,0,0,0,9,0,0
0,MEN,Talk About Body,pop,3,2,0,200,208,,65,4.1,0,0,0,0,0,0
0,The Groggers,There's No 'I' in Cherem,pop,4,0,0,0,900,,,,0,0,0,0,0,0
0,Dillon,This Silence Kills,pop,0,0,0,0,0,,72,,2849,9170,129857,76927,16638,69373
0,Lucy Spraggan,Top Room at the Zoo,pop,0,0,0,0,2,,,,614970,79551,406530,72578,10394,98141
0,Foster the People,Torches,pop,5,0,0,0,10,,69,6.2,1059874,401946,4513044,2102216,136758,1569644
0,Unknown Mortal Orchestra,Unknown Mortal Orchestra,pop,2,0,0,3,5,,73,8.1,109361,61419,199686,280990,26572,43082
1,One Direction,Up All Night,pop,4,20,0,165,1118,,64,,31736289,17226870,38027559,9181799,2919762,23677110
0,Esben and the Witch,Violet Cries,pop,3,0,0,0,0,,64,6.6,2532,0,30709,13216,1203,340
0,After School,Virgin,pop,3,0,0,50,707,,,,5378,0,1631649,74874,0,0
1,Kimbra,Vows,pop,6,0,0,1,41,,72,,144283,145912,532440,275644,37675,240154
0,The Sound of Arrows,Voyage,pop,4,0,0,0,1,,,,4068,0,18797,13031,0,0
0,Warr Acres,Warr Acres,pop,0,0,0,3,0,,,,0,0,4850,4032,0,3708
0,Swimming With Dolphins,Water Colours,pop,0,0,0,0,0,,,,2567,0,22332,7609,0,0
0,Hyland,Weights & Measures,pop,0,0,0,0,17,,,,1613068,5628201,0,2065,0,0
0,Tim Bendzko,Wenn Worte meine Sprache waren,pop,0,0,0,0,0,,,,156127,164442,590410,227067,6,198583
0,Widowspeak,Widowspeak,pop,0,0,0,0,0,,75,7.5,5007,6036,38685,38900,2165,0
0,Washed Out,Within and Without,pop,0,2,0,2,104,,70,,0,24683,316485,1,41187,7546
0,Kimberly Caldwell,Without Regret,pop,2,0,0,0,1,,,,25791,13482,20761,2447,0,0
0,Youth Lagoon,The Year of Hibernation,pop,2,0,0,0,252,,,8.4,5,0,0,159887,5,0
0,Zoe Badwi,Zoe,pop,5,0,0,0,51,,,,16558,11876,19569,2363,0,0
0,Demy,#1,pop,7,35,17,200,0,,,,174649,290055,0,6015,0,44116
0,Summer Heart,About a Feeling,pop,1,13,0,43,227,,,,0,7436,32772,28920,28291,866
0,Alice Caymmi,Alice Caymmi,pop,0,0,0,0,0,,,,5248,50025,50976,30839,1620,4133
0,Titanium,All for You,pop,6,1,0,4,7976,,,,0,0,4226,3952,0,0
0,Dog Is Dead,All Our Favourite Stories,pop,0,0,0,0,21,,55,,0,0,0,0,0,0
0,California Wives,Art History,pop,0,0,0,2,13,,64,,1344,0,8639,3559,772,779
1,alt-J,An Awesome Wave,pop,7,0,0,0,1,,,4.8,529033,269153,1656733,1883758,1096151,774866
0,Matthew E. White,Big Inner,pop,0,0,0,8,2,,85,8.1,6197,4732,14505,18476,2233,933
0,ClariS,Birthday,pop,4,0,0,0,1162,,,,137825,0,48465,48771,0,49180
0,Emma Hewitt,Burn The Sky Down,pop,5,0,0,0,2,,,,143884,111744,1066136,55266,0,71277
0,Casey Abrams,Casey Abrams,pop,2,0,0,0,0,,,,129617,41506,153309,39620,3060,26751
0,My Tiger My Timing,Celeste,pop,4,0,0,0,0,,,,1082,0,2764,594,512,152
0,Lawson,Chapman Square,pop,6,0,0,0,1,,,,291282,72907,582915,124172,0,54144
1,Zedd,Clarity,pop,5,0,0,4,86,,,,8243746,5430658,6971691,2705470,4260463,4100422
0,The Collective,The Collective,pop,2,39,0,200,604,,,,2829,0,10519,6147,7242,0
0,Christopher,Colours,pop,4,0,0,1,101,,,,33852,0,284957,138479,0,139260
0,Forever Came Calling,Contender,pop,0,0,0,0,14,,,,12166,6648,33121,14580,344,0
0,Hubert Wu,Couple Getaway,pop,0,0,0,0,0,,,,0,0,0,88,0,0
0,Half Moon Run,Dark Eyes,pop,3,1,0,0,4,,70,,27371,39099,171258,156353,13882,41979
0,Doll$Boxx,Dolls Apartment,pop,0,0,0,0,0,,,,8862,84844,5952,2483,0,0
0,Tal,Le droit de r‰Ûª‰Û÷‰ÛªÌÏ‰ÛªÌàÌ_Å_ver,pop,5,0,0,3,0,,,,2389547,0,1536008,136285,16348,677185
0,An Epic No Less,Echo of Love,pop,0,0,0,3,194,,,,0,0,0,951,0,0
0,Eme 15,Eme 15,pop,5,0,0,200,0,,,,136131,0,0,50642,0,784
0,Romanthica,Eterno,pop,0,0,0,0,0,,,,368,0,5242,1022,0,1102
0,Egoist,Extra terrestrial Biological Entities,pop,2,0,0,0,0,,,,140236,0,9966,92496,0,157323
0,One Sonic Society,Forever Reign,pop,0,0,0,2,1,,,,0,0,10126,21021,0,559
0,Benjamin Gibbard,Former Lives,pop,0,0,0,0,0,,70,,0,52364,44566,23176,0,0
0,David Lindgren,Get Started,pop,1,0,0,0,30,,,,94,36486,0,45732,0,142
0,Polica,Give You the Ghost,pop,0,0,0,0,22,,77,,22014,12800,104338,126356,169427,22050
0,The Gypsy Queens,The Gypsy Queens,pop,0,0,0,1,803,,,,0,13417,52992,2109,0,130
0,The Jellyrox,Heta Himlen,pop,0,0,0,0,0,,,,1533,0,1879,1412,666,0
0,Moriah Peters,I Choose Jesus,pop,0,0,0,0,0,,,,25573,17032,104931,48289,0,73449
0,iamthemorning,~,pop,0,0,0,0,0,,,,1803,3011,11537,5337,711,0
0,Icona Pop,Icona Pop,pop,3,1,0,9,1,,,,231127,202248,2142557,566153,356319,12660
0,Vivid,Infinity,pop,0,0,0,1,155,,,,0,0,0,990,0,0
0,Niki and the Dove,Instinct,pop,5,0,0,0,0,,73,7.9,8403,4875,67165,55313,16566,14263
0,Jennette McCurdy,Jennette McCurdy,pop,1,0,0,2,0,,,,6245670,7411585,15559062,226885,0,26021
0,Kimberley Chen,Kimberley,pop,0,0,0,0,0,,,,0,0,0,136,0,0
0,iamamiwhoami,kin,pop,0,0,0,1,45,,,,9660,0,83296,84892,6447,99022
0,Kis-My-Ft2,Kis-My-1st,pop,3,0,0,0,0,,,,0,0,0,0,0,0
0,SKE48,Kono Hi no Chime o Wasurenai (‰Ûª‰Û÷Ì_å£‰ÛªÌàÌ_åÅÅÊ‰ÛÓÌ_‰Ûª_‰Ûªåè‰Ûª‰Û÷Ì_å£‰ÛªÌàÌ_åÅ‰ÛªÌàÌ_Ì´‰Ûª‰Û÷_ÅÊ‰ÛÓÌ_‰Ûª_‰Ûª‰ÛÒ‰ÛªÌàÌ_‰Û_‰Ûª‰Û÷Ì_å£‰ÛªÌàÌ_åÅ‰ÛªÌàÌ_Ì´‰Ûª‰Û÷Ì_å£Ì_Ìâ‰ÛªåÇ‰ÛªÌàÌ_åÅ‰Ûª‰Û÷Ì_å£Ì_Ìâ‰ÛªåÇ‰ÛªÌàÌ_å£‰Ûª‰Û÷Ì_å£ÅÊ‰ÛÓÌ_‰Ûª__‰ÛªÌà_‰Ûª‰Û÷Ì_å£Ì_Ìâ‰ÛªåÇ‰ÛªÌà‰Ûª_‰Ûª‰Û÷Ì_å£ÅÊ‰ÛÓÌ_‰Ûª__ÅÊ‰ÛÓÌ_‰Ûª_Ì_Ì©‰Ûª‰Û÷Ì_‰Û_‰ÛªÌà‰Ûª‰ÛÓ‰ÛªÌ´‰Ûªåè‰Ûª‰Û÷Ì_å£ÅÊ‰ÛÓÌ_‰Ûª__Ì_åÅ‰ÛªåÇ‰Ûª‰Û÷Ì_å£‰ÛªÌàÌ_åÅ‰ÛªÌàÌ_Å_‰Ûª‰Û÷Ì_å£‰ÛªÌàÌ_åÅÅÊ‰ÛÓÌ_‰Ûª__‰Ûª‰Û÷‰ÛªÌª‰ÛªÌà_ÅÊ‰ÛÓÌ_‰Ûª_Ì_åç,pop,8,0,0,0,0,,,,188391,0,0,10559,0,262058
0,Robin,Koodi,pop,0,0,0,0,101,,,,0,70956,0,126759,0,333227
0,Josh Osho,L.i.f.e,pop,0,0,0,0,0,,,,0,0,0,5718,3,0
0,Haley Reinhart,Listen Up!,pop,1,1,0,0,5,,,,227,120334,468653,134776,0,2141
0,Stiftelsen,Ljungaverk,pop,0,0,0,0,0,,,,0,0,1624,212493,0,0
0,Zowie,Love Demolition,pop,0,0,0,0,3,,,,0,0,0,897,0,0
1,Lukas Graham,Lukas Graham,pop,4,0,0,11,13,,75,,205900,454567,592748,919535,51705,2506773
0,Roberto Bellarosa,Ma voie,pop,3,0,0,0,0,,,,7396,1753,22881,1578,0,0
0,Producers,Made in Basing Street,pop,0,4,0,1,49,,,,0,0,0,210,0,0
0,Friends,Manifest!,pop,0,1,0,0,1972,,70,5.2,0,0,20006187,7392,0,129424
0,Alina Devecerski,Music Machine,pop,4,0,0,0,2,,,,542,1446,21848,201358,0,4612
0,Melody's Echo Chamber,Melody's Echo Chamber,pop,4,0,0,0,0,,79,,0,0,10147,40084,0,77
0,Melody's Echo Chamber,Melody's Echo Chamber,pop,4,0,0,0,0,,79,,0,0,0,0,0,0
0,Sucre,A Minor Bird,pop,1,0,0,0,1,,,,0,0,48578,8603,6129,0
0,Electric Guest,Mondo,pop,0,0,0,0,18,,59,4.6,15385,12308,104368,179720,18386,68529
0,Farrah Abraham,My Teenage Dream Ended,pop,1,0,0,0,0,,,,0,0,0,658,0,0
0,Robin Stjernberg,My Versions,pop,2,0,0,0,0,,,,17481,79575,89554,27337,0,0
1,Imagine Dragons,Night Visions,pop,5,0,0,0,7,,53,,6086714,3588819,13283631,8929398,5136578,10817652
0,Sarah De Bono,Sarah De Bono,pop,1,0,0,2,3,,,,85780,32917,50190,1622,0,2510
0,Taryn Southern,On My Face,pop,0,0,0,0,23,,,,85843,62339,100365,3989,401,458318
0,DIIV,Oshin,pop,0,0,0,0,0,,80,8.3,46971,87883,176734,153189,17678,0
0,Diandra,Outta My Head,pop,0,0,0,0,26,,,,127515,148942,0,21665,0,15981
0,Baptiste Giabiconi,Oxygen,pop,2,0,0,0,0,,,,1627097,1101787,572190,8233,0,15536
0,Chris Wallace,Push Rewind,pop,2,0,0,0,0,,,,34790,0,236310,7105,0,0
0,Laurel Halo,Quarantine,pop,0,0,0,0,0,,80,8,19380,0,39035,22687,25769,0
0,Ramin Karimloo,Ramin,pop,0,0,0,0,0,,,,123855,197481,107272,12708,0,0
0,Francesca Michielin,Riflessi di me,pop,3,0,0,0,0,,,,516026,539331,487663,162511,0,270533
0,The Royal Royal,The Royalty,pop,0,0,0,200,308,,,,2805,0,3816,11051,0,0
0,The Rubens,The Rubens,pop,0,0,0,5,1,,,,9546,44677,103690,85976,4400,9895
0,Youngblood,Running Home to You,pop,2,0,0,0,110,,,,32125,5796,2159,135535,0,0
0,Samantha Jade,Samantha Jade,pop,19,0,0,1,2,,,,118505,228775,280856,33447,0,54074
0,Moxiie,Savage,pop,3,0,0,0,920,,,,0,0,0,671,0,0
0,Iris,Seventeen,pop,3,0,0,0,39,,,,0,119232,7960,2138,0,0
0,Rachael Leahcar,Shooting Star,pop,1,0,0,0,0,,,,42386,7825,34081,1214,0,8932
0,Purity Ring,Shrines,pop,4,0,0,0,1,,76,8.4,112580,79140,383519,411106,151363,103171
0,Victoria Duffield,Shut Up and Dance,pop,4,0,0,0,20,,,,32919,28,66502,7347,902,61612
0,Jamie McDell,Six Strings and a Sailboat,pop,6,0,0,0,0,,,,26387,36762,189672,12446,3014,82660
0,Aimer,Sleepless Nights,pop,7,0,0,0,4,,,,259296,0,6748028,187235,0,439505
0,SpeXial,SpeXial,pop,0,0,0,0,0,,,,1783,295111,455519,7581,0,235909
0,JJAMZ,Suicide Pact,pop,0,0,0,0,0,,,,104,0,13386,3998,504,0
0,People on Vacation,The Summer and the Fall,pop,0,0,0,5,1178,,,,5179,0,0,836,0,2112
0,Trust,TRST,pop,0,0,0,0,474,,71,7.4,8537,0,15637,17533,0,0
0,Stepdad,Wildlife Pop,pop,0,0,0,0,1,,,,3018,0,15002,10751,1074,6200
0,Phillip Phillips,The World from the Side of the Moon,pop,3,0,0,1,11,,,,685724,266044,1230695,454103,1530,469420
1,WZRD,WZRD,pop,2,0,3,22,2,,50,,1310,0,4625,43195,0,42107
0,1GN,1 Girl Nation,pop,1,0,0,0,3,,,,13,10323,0,5925,0,25490
0,Adopted as Holograph,Adopted as Holograph,pop,0,0,0,0,30,,,,0,0,0,0,0,0
0,Anitta,Anitta,pop,4,4,0,0,9,,,,7053771,27954272,13695921,5039805,47373,8802846
0,Bastille,Bad Blood,pop,8,0,0,0,160,,58,,1485835,618158,2831519,2555726,5202532,1885330
0,Mamadee,Beautiful Soul,pop,2,0,0,0,51,,,,272,0,0,317,0,0
0,Broiler,The Beginning,pop,4,0,0,0,1053,,,,3970,26789,0,124071,10121,50088
0,Chvrches,The Bones of What You Believe,pop,7,0,0,0,517,,80,8.5,361401,216595,738661,767638,891498,242899
0,Yohio,Break the Border,pop,2,0,0,0,1,,,,78227,57163,85830,16121,0,43144
0,Kimberley Walsh,Centre Stage,pop,1,0,0,0,0,,,,696633,613116,47620,3707,0,0
0,Shiritsu Ebisu Chugaku,Chunin,pop,4,0,0,0,0,,,,0,0,0,2099,0,0
0,Dawid Podsiadlo,Comfort and Happiness,pop,4,0,0,0,0,,,,10459,123924,325454,119840,1074,161946
0,Marnie,Crystal World,pop,1,0,0,0,22,,,,0,0,0,126,0,0
0,Haim,Days Are Gone,pop,6,1,0,1,90,,,8.3,1248924,975100,859213,665345,878656,351976
0,Krista Siegfrids,Ding Dong!,pop,3,0,0,0,0,,,,19270,98998,30851,6863,0,12404
0,Phildel,The Disappearance of the Girl,pop,0,0,0,0,1376,,,,11378,2365,14034,23649,2033,30810
0,Daniel Padilla,DJP,pop,1,0,0,0,0,,,,7221422,4614,1792469,143480,0,143561
0,Ejecta,Dominae,pop,3,0,0,0,0,,,7,1683,0,4719,6287,0,0
0,Shine Bright Baby,Dreamers,pop,0,0,0,0,2,,,,0,1556,14013,1597,0,42
0,Maite Perroni,Eclipse de Luna,pop,6,0,0,0,0,,,,4625068,4432147,7875249,282682,0,1235203
0,Gabrielle Aplin,English Rain,pop,5,0,0,0,0,,,,179048,152803,620035,355658,1935030,796503
0,Everfound,Everfound,pop,0,0,0,0,0,,,,9865,9675,36599,10538,0,19486
0,Denise Rosenthal,Fiesta,pop,6,0,0,0,0,,,,378179,1534817,810619,41117,0,77992
0,State Champs,The Finer Things,pop,0,0,0,0,4,,,,147252,164825,196787,159302,0,3594
0,Havana Brown,Flashing Lights,pop,3,0,0,0,0,,,,149687,208646,976905,118219,39450,29796
0,Fatin Shidqia,For You,pop,6,0,0,0,1,,,,0,0,0,569,0,0
0,Cassadee Pope,Frame by Frame,pop,2,0,0,0,0,,,,606042,529922,1216373,122509,0,234152
0,William Beckett,Genuine & Counterfeit,pop,1,0,0,0,0,,,,99733,41167,30701,11718,0,9132
0,Woodkid,The Golden Age,pop,3,0,0,1,87,,,,250722,131165,650602,392713,59786,518031
0,Hannah Rose,Hannah Rose,pop,0,0,0,13,2,,,,0,0,0,138,0,0
0,Steve Hare,Cast My Cares,pop,0,0,0,0,0,,,,0,0,0,176,0,0
0,JKT48,Heavy Rotation,pop,0,0,0,0,37,,,,4334161,134329,0,20255,0,518061
0,Willy Moon,Here's Willy Moon,pop,2,0,0,0,0,,68,,13113,10149,34203,17654,1623,20681
0,Janet Devlin,Hide & Seek,pop,1,0,0,0,0,,,,326541,70503,408499,39690,0,426827
0,The Neighbourhood,I Love You.,pop,4,1,0,0,3244,,,,986314,1012354,1271210,1904698,931330,1641345
