label,artist,album,genre,single_count,freq_billboard,freq_genius,freq_theSource,freq_xxl,rating_AOTY,rating_meta,rating_pitch,twitter,instagram,facebook,spotify,soundcloud,youtube
0,Kembe X,Talk Back,hiphop,5,0,0,7,61,,,,15233,0,7007,10751,20916,5727
0,Tkay Maidza,Tkay,hiphop,2,0,0,5,0,,,,13647,48573,48591,29797,21654,7147
1,Roy Woods,Waking at Dawn,hiphop,2,0,0,9,6,,,,383959,1054706,59354,398268,263500,9797
0,Lil' Kleine,WOP!,hiphop,0,0,0,0,60,,,,71841,1176462,151434,386454,984,0
1,ASAP Twelvyy,12,hiphop,0,0,1,3,63,,,,204440,303404,21112,74662,35650,0
1,XXXTentacion,17,hiphop,3,7,3,24,2341,,,6.5,989949,7475838,969457,3114324,2067836,4386206
1,Princess Nokia,1992 Deluxe,hiphop,4,0,0,1,8,78,77,6.2,0,545376,100688,129184,61,147777
1,Vic Mensa,The Autobiography,hiphop,1,0,4,5,457,68,71,6.9,560796,738575,298691,353913,270,215477
1,A Boogie wit da Hoodie,The Bigger Artist,hiphop,2,0,5,9,299,,,,286596,2401952,278652,1484050,663292,1498544
1,A Boogie wit da Hoodie,The Bigger Artist,hiphop,2,0,5,9,299,,,,286596,2401952,278652,1484050,663292,1498544
1,Smino,blkswn,hiphop,4,0,1,1,52,,,,71452,0,28917,110238,86094,38161
1,Jidenna,The Chief,hiphop,4,0,1,8,843,,,5.8,127977,826187,348473,221961,23660,537931
1,J Hus,Common Sense,hiphop,4,0,2,29,20,80,84,7.8,242868,532143,87031,215833,55252,238561
0,Lute,West1996 pt. 2,hiphop,0,0,0,0,4,,,,17891,25345,0,9561,0,0
1,Smokepurpp,Deadstar,hiphop,4,0,0,4,135,,,,245377,2253422,153620,644747,468521,228606
0,Rob $tone,Don't Wait For It,hiphop,0,0,0,0,404,,,,46418,162620,22016,111327,86495,0
1,Syd,Fin,hiphop,2,1,1,54,46,,81,8.1,132422,400706,51675,150355,68143,0
1,Stormzy,Gang Signs & Prayer,hiphop,4,1,1,1,56,,82,7.6,1234015,1841358,731338,556115,114901,716431
1,Amine,Good for You,hiphop,5,1,1,60,3173,,77,,200267,599,97449,529943,147977,845300
1,G Herbo,Humble Beast,hiphop,3,0,0,7,51,77,,7.8,714324,2449278,242235,422850,182248,371687
1,21 Savage,Issa Album,hiphop,1,2,4,10,332,66,70,6.5,2246173,7445482,1134519,3864308,789270,3332058
0,IDK,IWasVeryBad,hiphop,2,0,0,1,103,,,,0,0,0,107,0,0
1,Lil Pump,Lil Pump,hiphop,5,1,1,46,222,67,,6.9,916507,11360987,1575255,2712716,1018026,7114304
1,Mura Masa,Mura Masa,hiphop,6,1,0,3,9,76,78,7.7,60780,123052,156502,333950,329618,326277
1,J.I.D,The Never Story,hiphop,1,0,0,3,709,,,,70927,153755,37659,76073,51975,0
1,Cyhi the Prynce,No Dope on Sundays,hiphop,2,0,3,3,42,,,,149457,161083,50686,53054,22633,0
0,Nines,One Foot Out,hiphop,1,2,0,4,162,,,,75876,0,22347,52437,0,56854
1,Kodak Black,Painting Pictures,hiphop,3,0,2,5,64,,,,1959318,5344157,0,2878570,999621,3335356
1,Playboi Carti,Playboi Carti,hiphop,3,0,0,76,439,,,7.3,613368,2224626,0,1205067,444331,366873
0,Quality Control,Quality Control: Control the Streets Volume 1,hiphop,4,0,0,2,91,,,,0,0,19085,101549,0,619603
1,Mike Will Made It,Ransom 2,hiphop,3,0,5,19,1149,,,,748062,1723915,600312,505126,186586,1832646
0,Residente,Residente,hiphop,2,2,0,8,7,,,,5999107,2020674,1264795,8948,0,2346845
1,Jaden Smith,Syre,hiphop,5,0,4,9,87,64,69,,7763174,8632921,10582322,373024,0,829990
0,Danger,Aeae,hiphop,0,0,0,0,124,,,,4687,9815,3339,21077,13555,0
1,Lil Yachty,Teenage Emotions,hiphop,1,4,6,11,78,61,63,6.8,4131372,5430780,570475,2856360,700362,998308
0,Shane Eagle,Yellow,hiphop,2,0,0,0,2,65,,,0,0,0,18,0,0
1,Rich Brian,Amen,hiphop,3,0,6,5,31,65,68,5.9,1294988,1928963,655045,613941,291559,926492
1,Famous Dex,Dex Meets Dexter,hiphop,3,0,1,3,20,60,,,830821,3020084,412647,601988,197022,23193
0,Saweetie,High Maintenance,hiphop,2,0,1,1,7,72,,,0,0,0,0,0,0
0,Saweetie,High Maintenance,hiphop,2,0,1,1,7,72,,,80848,607384,11770,47901,39240,366463
1,Cardi B,Invasion of Privacy,hiphop,4,10,6,18,52,81,84,8.7,2987228,23162441,5262160,2181259,187516,3089104
1,Kali Uchis,Isolation,hiphop,3,1,1,1,28,85,88,8.6,438044,887732,149766,322180,159106,285525
0,L.A.R.S.,Last American Rock Stars,hiphop,0,0,0,0,13,,,,0,0,0,5,0,0
1,Lil Skies,Life of a Dark Rose,hiphop,2,0,1,1,92,64,,6.4,229743,1603908,0,543587,343551,0
1,Rich Homie Quan,Rich as in Spirit,hiphop,2,0,0,4,559,69,,,1100315,3173860,1388883,1531796,103134,1211327
1,YoungBoy Never Broke Again,Until Death Call My Name,hiphop,2,1,0,1,36,,,,903822,0,0,816227,369474,2054789
1,Nipsey Hussle,Victory Lap,hiphop,2,2,1,40,57,76,80,7.8,736414,1844235,987541,308185,107092,0
1,Travis Barker,Give the Drummer Some,hiphop,1,1,0,0,82,,64,,1631621,1994046,2279903,112608,80884,156882
0,Marlon Roudette,Matter Fixed,hiphop,4,0,0,0,0,,,,16473,11650,99876,77283,2555,75641
0,The Rubberbandits,Serious About Men,hiphop,4,0,0,0,29,,,,172711,0,433259,12709,0,72819
0,Glory,Celebration,hiphop,1,5,0,6,655,,,,6870,0,74556,42692,0,1287
0,Jovi,H.I.V (Humanity is Vanishing),hiphop,0,0,0,0,0,,,,19471,0,45821,1591,0,147103
0,Elokuu,Haavaki saapuu,hiphop,0,0,0,0,0,,,,0,0,24122,53506,93,1831
0,Cro,Raop,hiphop,37,0,0,0,1,,,,0,0,0,0,0,0
0,Daveed Diggs,Small Things to a Giant,hiphop,0,0,0,0,0,,,,337054,458288,36323,11790,2146,0
0,Spekti,Diktaattorimies,hiphop,3,0,0,0,0,,,,4673,0,28664,17721,0,0
0,Tuomas Kauhanen,Sano vaan Tuomas,hiphop,0,0,0,0,0,,,,5608,13909,10045,11872,0,21962
0,Colette Carr,Skitszo Collection,hiphop,20,0,0,0,0,,,,171439,57027,127664,10807,1910,19248
0,Something Awful,Taking Lives,hiphop,0,5,0,1,56,,,,0,0,0,121,0,0
0,Sensato del Patio,We Ain't Even Supposed 2 B Here,hiphop,6,0,0,0,0,,,,241209,570580,874124,2261,12924,145560
1,Azealia Banks,Broke with Expensive Taste,hiphop,4,0,0,18,57,,,,0,513079,721612,367039,1853071,191620
0,JUL,Dans ma parano‰Ûª‰Û÷‰ÛªÌÏ‰ÛªÌà‰ÛªÌªa,hiphop,1,0,0,0,0,,,,0,0,0,0,0,0
0,Dillon Francis,"Money Sucks, Friends Rule",hiphop,7,0,0,1,1,,,3.9,1059067,1940735,1544128,627156,6179866,1599651
0,Phyno,No Guts No Glory,hiphop,4,0,0,0,2,,,,858094,2994769,481885,13182,0,128070
0,Neon Jungle,Welcome to the Jungle,hiphop,5,0,0,1,203,,,,58817,43737,326414,67623,6514,264609
0,Justimus,Wunderboy,hiphop,0,0,0,0,0,,,,85439,252149,81187,11366,0,120643
0,Emtee,Avery,hiphop,5,0,0,0,17,,,,585204,885793,881060,6000,0,0
0,DJ Hoppa,Hoppa and Friends,hiphop,0,0,0,0,6,,,,43832,89151,143528,5364,1677,0
0,Paperi T,Malarian pelko,hiphop,0,0,0,0,0,,,,1216,28832,21419,10266,89,0
0,From Ashes to New,Day One,hiphop,4,5,0,106,9258,,,,102644,56633,178956,77201,3551,46287
1,DJ Snake,Encore,hiphop,4,0,0,2,40,,62,5.3,1373052,3742923,4814567,2616368,835859,6822662
0,Xu Weizhou,Light,hiphop,5,0,0,0,0,,,,0,0,0,0,0,0
0,Hacktivist,Outside the Box,hiphop,5,0,0,0,70,,,,10973,10367,103911,24476,3639,26106
1,Lil Peep,"Come Over When You're Sober, Pt. 1",hiphop,0,0,0,0,11,,,,381239,2807243,670403,929128,735966,1577020
0,Powerflo,Powerflo,hiphop,3,0,0,0,0,50,,,1498,15916,27425,6611,20,4783
1,Prophets of Rage,Prophets of Rage,hiphop,0,1,0,4,348,54,54,4.6,57407,159394,377705,169489,1930,44018
1,Mike Shinoda,Post Traumatic,hiphop,2,2,1,0,0,62,,,1075095,1254972,1285111,188885,69628,293560
1,Maxo Kream,Punken,hiphop,0,0,0,0,91,75,,7.6,175720,206026,17396,95846,135727,0
1,Lil Xan,Total Xanarchy,hiphop,4,1,0,0,25,,50,,362386,3045115,444826,828856,320635,0
1,Rich the Kid,The World Is Yours,hiphop,3,5,1,55,1079,,,6.6,980135,3046776,283538,742312,348437,617947
0,Alexis Jordan,Alexis Jordan,rnb,3,0,0,2,0,,,,163515,47880,526717,64282,0,111644
0,Joe Jonas,Fastlife,rnb,2,0,0,0,2,,66,,10224840,6865289,5031924,397791,0,206152
0,Romeo Santos,"Formula, Vol. 1",rnb,6,0,0,4,0,,,,4713477,12486935,34644947,4454566,0,9201065
0,Alyssa Reid,The Game,rnb,3,0,0,0,32,,,,38732,12269,57296,38807,0,10939
0,Rebecca Ferguson,Heaven,rnb,6,0,0,0,1,,84,,754885,52112,504013,169061,5539,96073
1,Nicole Scherzinger,Killer Love,rnb,5,0,0,0,3,,,,5791690,3518239,7879018,725010,0,685629
1,Marsha Ambrosius,Late Nights & Early Mornings,rnb,2,0,0,4,4,,,,425747,337587,1218524,183248,13966,77279
0,Mohombi,MoveMeant,rnb,5,0,0,0,0,,,,87733,116468,1115174,232518,0,317705
0,Katy B,On a Mission,rnb,6,4,0,1,45,,76,8.1,268615,128604,705128,129384,122327,118499
0,Jamie Grace,One Song at a Time,rnb,2,1,0,2,1752,,,,210407,282140,743556,143659,0,267017
0,Selah Sue,Selah Sue,rnb,4,0,0,1,1,,,,87338,61826,788892,320199,33056,210494
0,Six60,Six60,rnb,6,0,0,0,0,,,,23691,83020,301825,114633,16463,58390
0,Patrick Stump,Soul Punk,rnb,1,0,0,0,2,,65,,1036381,590690,271302,84126,0,83193
0,Wizkid,Superstar,rnb,6,1,0,3,774,,,,4090042,5034844,1875414,3229,16785,327149
0,V. Rose,V. Rose,rnb,0,0,0,101,9,,,,32901,32568,55609,16766,642,7128
1,Jessie J,Who You Are,rnb,7,11,0,66,400,,51,2,16585,1908,18640028,3833635,0,7319007
0,Jack Vidgen,Yes I am,rnb,1,0,0,0,0,,,,46789,14598,211310,4070,0,0
0,Allen Stone,Allen Stone,rnb,0,0,0,118,3,,,,51419,87110,151898,132318,19096,101674
0,Ania Teliczan,Ania Teliczan,rnb,1,0,0,0,0,,,,0,0,0,0,0,0
1,Frank Ocean,Channel Orange,rnb,5,0,1,49,54,,92,9.5,18153,0,1692993,3197507,670915,347154
0,Conor Maynard,Contrast,rnb,4,0,0,0,0,,67,,2010714,1803453,6440217,1141436,13032,7591987
0,XL,Dance All Night,rnb,3,0,0,37,146,,,,0,0,0,257,0,0
1,Little Mix,DNA,rnb,4,3,0,18,118,,61,,11828843,9190504,10132249,3762120,5961658,8483779
0,Bridgit Mendler,Hello My Name Is...,rnb,2,0,0,0,14,,,,4821070,1461057,7450793,775057,4680,1772965
0,Chad Price,In This Dream,rnb,1,0,0,2,25,,,,0,0,0,326,0,0
0,Ivy Quainoo,Ivy,rnb,3,0,0,0,89,,,,10601,3224,43813,13872,304,0
0,Jin Akanishi,Japonicana,rnb,2,0,0,0,0,,,,677806,466316,2156,21606,0,77737
0,Maverick Sabre,Lonely Are the Brave,rnb,5,0,0,0,1,,,,176296,31928,122689,115167,17565,15303
0,Leon Thomas III,Metro Hearts,rnb,0,0,0,0,0,,,,8640,0,0,9247,0,1648
0,Michael Lynche,Michael Lynche,rnb,2,1,0,0,0,,,,0,0,0,526,0,0
0,Karise Eden,My Journey,rnb,1,0,0,0,0,,,,27481,12653,105545,17998,1806,13007
0,Luca Hanni,My Name Is Luca,rnb,0,0,0,1,9,,,,37993,157255,392598,12785,0,33998
1,Rita Ora,Ora,rnb,4,8,0,200,66,,,,7003754,13361402,5839368,1971691,294944,1512448
0,Emeli Sande,Our Version of Events,rnb,5,0,0,6,12,,67,,1201606,402974,1738143,1283810,1990115,767165
0,Cody Simpson,Paradise,rnb,2,0,0,0,3,,,,8008945,3172140,6882501,876122,15868,951336
1,Elle Varner,Perfectly Imperfect,rnb,4,0,0,3,0,,,,166057,586411,1021181,173375,19495,115089
1,The Weeknd,Trilogy,rnb,3,0,0,15,741,,79,8.5,9034084,31551,7382239,10193351,5939038,12810358
1,AlunaGeorge,Body Music,rnb,4,1,0,1,571,,73,7.6,106777,144381,305916,303548,5391279,212448
0,The Child of Lov,The Child of Lov,rnb,0,0,0,200,979,,74,6.1,2033,0,7242,3741,1873,1563
0,Dami Im,Dami Im,rnb,1,0,0,200,0,,,,53051,166873,219505,27364,0,7752
0,Jontte Valosaari,Haastaja,rnb,2,0,0,0,0,,,,4738,13365,25818,4839,0,2541
1,James Arthur,James Arthur,rnb,4,0,0,20,11,,58,,2341398,627946,2098320,1819118,0,7430
0,John Wizards (musical group),John Wizards,rnb,2,0,0,0,24,,,,1290,0,2258,367885,235,131475
0,E-girls,Lesson 1,rnb,5,0,0,0,12,,,,0,538974,0,134797,0,0
1,Hyolyn,Love & Hate,rnb,2,0,0,0,5431,,,,0,0,0,15,0,0
0,James Skelly & The Intenders,Love Undercover,rnb,2,0,0,0,877,,,,11839,0,3421,710,0,0
0,Jessica Sanchez,"Me, You & the Music",rnb,1,0,0,5,20,,,,1621436,298385,2047996,23317,0,465434
1,PJ Morton,New Orleans,rnb,2,0,0,4,3,,,,142375,144685,95899,25352,7947,0
0,Mack Wilds,New York: A Love Story,rnb,1,0,0,12,230,,,,182625,544989,129715,30164,10389,29971
0,Inc. No World,No World,rnb,2,1,0,97,1915,,,,4278,2604,16604,1773,1913,4289
0,Tiwa Savage,Once Upon a Time,rnb,7,1,0,1,192,,,,2225354,4559931,2061290,42550,0,91806
1,K. Michelle,Rebellious Soul,rnb,2,0,0,15,4,,71,,1719573,5229279,4847208,612563,62466,741316
1,Laura Mvula,Sing to the Moon,rnb,3,0,0,0,11,,73,7.4,50360,52631,115939,89954,5208540,2542
0,Alex Hepburn,Together Alone,rnb,2,0,0,0,0,,,,52380,26688,100492,18870,0,106744
1,Rhye,Woman,rnb,2,0,0,0,1243,,79,8.5,16666,9,188132,240711,229391,150892
1,Ariana Grande,Yours Truly,rnb,3,4,0,8,7,,81,6.5,56961780,118795537,33083192,13820650,221265,23035090
0,Zendaya,Zendaya,rnb,1,0,0,62,24,,,,13650282,50426614,11246854,1726453,0,848451
1,Zara Larsson,1,rnb,4,5,0,4,12,,,,1364355,4693898,1334324,2371025,45131,4309818
1,Tinashe,Aquarius,rnb,3,1,0,11,128,,80,7.5,938061,2271075,2241895,927093,149765,1314617
1,Chet Faker,Built on Glass,rnb,3,0,0,0,0,,75,7.3,95354,211,923959,1005978,0,387218
0,Ashley Roberts,Butterfly Effect,rnb,2,0,0,0,0,,,,517831,248046,101924,1693,0,5425
0,Tessanne Chin,Count On My Love,rnb,2,0,0,0,60,,,,319221,198147,941572,13947,0,0
0,Traci Braxton,Crash & Burn,rnb,2,0,0,1,2,,,,567899,543647,245156,5041,0,0
0,The Wah Wah Collective,Cry Baby Soul,rnb,2,0,0,0,1,,,,0,0,0,62,0,0
0,Darren Espanto,Darren,rnb,3,0,0,0,27,,,,319886,5164,1184897,135477,0,139302
0,Daley,Days & Nights,rnb,2,0,0,2,3230,,,,56583,11,99827,54256,16746,142704
0,Tensnake,Glow,rnb,4,0,0,0,149,,65,5.7,41268,16039,199077,45577,164785,5710
0,Erica Campbell,Help,rnb,3,0,0,19,19,,,,164203,1562117,1232784,53450,0,86595
0,Ludmilla,Hoje,rnb,5,0,0,0,0,,,,0,0,0,93,0,0
0,Hozier,Hozier,rnb,7,1,0,10,11,,79,,680205,876781,1496821,2188386,106770,1823423
1,Sam Smith,In the Lonely Hour,rnb,7,2,0,11,57,,62,5.5,7580838,9150218,6042532,5390393,1285934,7759789
0,Issues,Issues,rnb,3,30,0,200,1192,,69,,264682,0,554701,221933,0,0
0,Yemi Alade,King of Queens,rnb,6,0,0,0,0,,,,280398,3569733,1746150,50332,1860,524499
1,FKA Twigs,LP1,rnb,3,0,0,3,40,,86,,350206,1228495,390681,397281,227,330224
0,Sam Hunt,Montevallo,rnb,5,0,1,1,10,,,,573558,2195785,1084884,1135411,26679,1082615
0,Candice Glover,Music Speaks,rnb,1,0,0,0,3,,62,,127852,88818,346166,8451,720,0
0,Nadine Lustre,Nadine Lustre,rnb,4,0,0,0,0,,,,17424,4840899,2089308,85913,0,0
0,Isleym,O‰Ûª‰Û÷‰ÛªÌÏ‰ÛªÌà_ ‰Ûª‰Û÷‰ÛªÌÏ‰ÛªÌàÌ__a nous m‰Ûª‰Û÷‰ÛªÌÏ‰ÛªÌàÌ_ÅÕne,rnb,3,0,0,0,0,,,,47815,34884,240371,19846,0,0
1,PartyNextDoor,PartyNextDoor Two,rnb,3,2,0,75,267,,46,,1488948,2302339,228795,1264317,1260549,625029
0,Sam Bailey,The Power of Love,rnb,2,0,0,5,412,,,,375708,25348,376876,32316,0,11160
0,Christon Gray,School of Roses,rnb,0,0,0,1,0,,,,35608,49925,0,30364,5001,4306
1,SoMo,SoMo,rnb,5,1,12,15,2,,,,276534,254519,320699,459350,287396,1562737
1,Jhene Aiko,Souled Out,rnb,3,0,0,23,111,,76,,1596719,5834834,1695773,1564334,472550,1084181
1,Kiesza,Sound of a Woman,rnb,5,0,0,0,88,,63,5.2,103629,207276,571996,224920,66338,506520
0,Sohn,Tremors,rnb,0,0,0,0,4,,78,,27584,27419,144473,191528,1945225,41581
0,Young & Sick,Young & Sick,rnb,2,0,108,200,5394,,,6.3,1233,14685,12931,8769,12699,0
0,Glass Animals,Zaba,rnb,4,0,0,0,10,,77,,87889,182230,350173,713497,163545,333249
0,Willow,Ardipithecus,rnb,0,0,0,1,33,,,5.8,3676231,0,6905056,239731,6311,0
1,Andra Day,Cheers to the Fall,rnb,0,0,0,2,337,,,,844494,211858,234951,188431,18772,412723
1,Leon Bridges,Coming Home,rnb,2,1,0,3,10,,78,7,86984,257210,228056,493567,44523,176828
0,Kirby Maurier,Doing the Most,rnb,0,0,0,0,1,,,,0,0,0,224,0,0
0,Ella Eyre,Feline,rnb,4,0,0,0,0,,,,439233,464284,343784,356069,5628898,316336
0,Tina Campbell,It's Personal,rnb,0,0,0,0,1,,,,42458,519585,69570,5005,0,17950
1,Alessia Cara,Know-It-All,rnb,3,1,0,0,37,,,5.5,1291628,2108772,866166,2920274,22682,2198288
0,Tyler Carter,Leave Your Love,rnb,3,0,0,0,8,,,,213423,262887,255721,30188,15376,113837
0,Rixton,Let the Road,rnb,4,0,0,0,165,,,,85,153334,510750,430632,3361,0
0,Sada K.,Long Story Short,rnb,0,0,0,0,6,,,,0,0,0,515,0,0
1,Kwabs,Love + War,rnb,4,0,0,1,123,,78,,40827,30190,120574,108037,2,330579
1,Shamir,Ratchet,rnb,4,0,0,0,84,,80,8.3,52494,33129,44374,50017,4947,0
1,Fifth Harmony,Reflection,rnb,3,3,0,0,52,,78,7.2,5353217,10586841,7737976,5014892,739401,11193064
0,Jarryd James,Thirty One,rnb,4,0,0,0,2,,,,9883,14369,41032,87637,15530,53580
0,Joe Moore,A Thousand Lifetimes,rnb,2,0,0,0,0,,,,4409,0,0,1062,0,0
1,Meghan Trainor,Title,rnb,4,3,0,3,22,,59,,2260721,9227887,2823116,5135848,45,8956752
0,Rhiannon Giddens,Tomorrow Is My Turn,rnb,0,0,0,0,27,,84,,15210,12130,66821,38912,0,12799
0,Tori Kelly,Unbreakable Smile,rnb,3,0,0,4,1,,,,1335921,2966186,1562865,1280378,56182,2413388
0,Tyler Shaw,Yesterday,rnb,6,0,0,0,33,,,,15385,19269,55360,11919,676,0
0,Nathaniel Willemse,Yours,rnb,5,0,0,0,0,,,,66065,65530,98159,4675,0,12506
0,Lion Babe,Begin,rnb,3,0,0,5,9,,63,6.2,24505,98633,61095,91689,45225,64195
1,Nao,For All We Know,rnb,4,0,0,54,2262,,,7.9,69603,111204,85105,164505,96684,23486
1,Lance Skiiiwalker,Introverted Intuition,rnb,2,0,0,2,9,,,,22751,24849,0,14393,1314,0
0,Lapsley,Long Way Home,rnb,6,0,0,0,212,,73,,27328,22808,66254,154703,44975,63902
1,Majid Jordan,Majid Jordan,rnb,7,0,0,48,36,,69,6.8,307611,318121,129760,273950,229493,161314
1,Zayn,Mind of Mine,rnb,3,3,0,11,85,,,5.9,27377768,28336958,19971592,4117663,60681,6552234
0,Shila Amzah,My Journey,rnb,3,0,0,0,0,,,,1259595,2375992,442795,12710,4550,370830
0,JONES,New Skin,rnb,4,2,3,58,549,,,,4958,5585,9493,25000,12832,384
1,Gallant,Ology,rnb,2,0,0,2,7,,76,7.5,90207,103146,107890,169428,107159,113184
0,Jack Garratt,Phase,rnb,7,0,0,0,2,,64,5.6,77357,80075,140078,281524,52187,139282
1,Kilo Kish,Reflections in Real Time,rnb,0,0,0,0,10,,,,40682,418,66593,49610,56514,9371
1,dvsn,SEPT. 5TH,rnb,4,0,0,3,9,,,,104734,280717,49968,323491,143062,118969
0,Cana's Voice,This Changes Everything,rnb,0,0,0,0,17,,,,0,0,0,672,0,0
1,Nathan Sykes,Unfinished Business,rnb,4,2,0,0,0,,,,1697905,499536,366710,311112,5823,394748
1,Honne,Warm on a Cold Night,rnb,5,0,0,0,156,,,,69730,66264,105013,233563,88283,151870
0,Raleigh Ritchie,"You're a Man Now, Boy",rnb,6,0,0,0,51,,,,59312,241842,71147,101376,32201,97210
1,Cashmere Cat,9,rnb,4,1,0,19,35,68,,6.1,130469,181121,209741,235681,400649,278320
1,Khalid,American Teen,rnb,3,2,5,6,31,,,,1977713,2777754,433364,1971605,253799,2272338
1,PnB Rock,Catch These Vibes,rnb,2,0,0,2,14,68,,6.5,368414,1357344,148399,1153648,419556,896392
0,Amber Coffman,City of No Reply,rnb,3,0,0,0,13,78,78,7.8,16019,11558,6225,8623,198,1613
1,SZA,Ctrl,rnb,5,3,15,44,192,82,,,2069050,4204856,433841,1426099,172008,889334
1,Sevyn Streeter,Girl Disrupted,rnb,3,0,0,3,1,70,,,185906,1360539,1318190,457102,51222,661391
0,Gabriel Garzon-Montano,Jardin,rnb,3,0,0,0,1,,81,,4041,12804,15472,38000,23806,2221
0,Jona Viray,Jona,rnb,7,0,0,0,0,,,,219261,0,353854,57634,0,3206
1,Sampha,Process,rnb,3,0,3,6,949,,86,8.6,82234,168899,181551,280998,81014,69995
0,Ruth B,Safe Haven,rnb,3,0,0,6,1,,,,1335920,279104,62190,414500,10054,721627
1,Kehlani,SweetSexySavage,rnb,3,1,4,4,205,,76,7,473437,5469602,625578,1318013,557731,0
1,Kelela,Take Me Apart,rnb,4,0,1,0,80,81,84,8.6,183441,163231,97563,141194,68764,32538
1,Chloe x Halle,The Kids Are Alright,rnb,2,2,2,1,11,76,,,132300,6116,767194,62368,9671,918545
1,Jorja Smith,Lost & Found,rnb,3,0,1,1,52,,,,138441,901229,92416,291928,61533,206498
1,Anne-Marie,Speak Your Mind,rnb,6,1,0,0,0,55,,,358240,10138,393159,686636,32542,1580229
0,Andy Grammer,Andy Grammer,soul,3,0,0,6,0,,,,169278,297951,277515,457309,0,455610
0,Vintage Trouble,The Bomb Shelter Sessions,soul,3,0,0,0,1,,,,27555,28106,139881,76972,3415,37664
0,The Horrible Crowes,Elsie,soul,1,0,0,0,0,,76,,5556,0,33046,20793,48,95
0,Jamala,For Every Heart,soul,3,0,0,0,174,,,,50,505894,116275,9440,8071,48499
0,Graham Alexander,Graham Alexander,soul,0,0,0,8,3,,,,0,0,0,246,0,0
0,Alex Clare,The Lateness of the Hour,soul,4,0,0,0,6,,,3.7,49080,12552,333402,610039,84047,235935
0,Clare Maguire,Light After Dark,soul,3,0,0,0,0,,50,,38178,32092,42136,17527,8043,13537
0,Zahara,Loliwe,soul,2,0,0,0,0,,,,63770,311280,770142,92112,0,8735
0,Charles Bradley,No Time for Dreaming,soul,2,0,0,0,46,,79,,21925,46238,178221,206352,0,0
0,Tedeschi Trucks Band,Revelator,soul,0,0,0,1,1,,82,,91003,121451,513172,124850,4524,24277
0,SBTRKT,SBTRKT,soul,4,0,0,6,10,,76,8.1,173113,48843,513487,487889,564963,0
0,The Stepkids,The Stepkids,soul,0,0,0,6,0,,,6.5,5880,0,14620,8078,3292,0
0,SuperHeavy,SuperHeavy,soul,2,2,0,0,0,,,,11355,0,111610,24725,0,6197
0,Willis Earl Beal,Acousmatic Sorcery,soul,0,0,0,0,0,,70,7.2,1685,0,0,17393,3674,9322
0,Natalie Duncan,Devil In Me,soul,2,0,0,0,0,,,,2081,0,6168,2498,1502,1391
1,Jessie Ware,Devotion,soul,6,0,0,0,6,,85,8.5,27,247134,359961,391405,821576,390903
1,Michael Kiwanuka,Home Again,soul,4,0,0,0,15,,72,,47111,44589,206974,406632,1371280,0
0,Cold Specks,I Predict a Graceful Expulsion,soul,0,0,0,0,0,,71,7.7,4792,2461,19319,17419,3601,3829
0,Eve Ai,If You Love Me,soul,3,0,0,0,0,,,,0,0,0,0,0,0
0,Marcus Collins,Marcus Collins,soul,2,0,0,7,0,,,,660686,53789,153141,13062,0,0
0,Aiden Grimshaw,Misty Eye,soul,2,0,0,0,1,,,,18821,0,96233,8520,3586,4536
0,Chantal Claret,"The One, The Only...",soul,0,0,0,0,3468,,,,35207,30800,13905,2681,316,7287
0,Jay James Picton,Play It by Heart...,soul,0,0,0,0,33,,,,0,0,0,459,0,0
0,Ren Harvieu,Through The Night,soul,4,0,0,0,4,,,,6503,0,9115,4553,694,0
0,Leslie Clio,Gladys,soul,5,0,0,0,0,,,,3507,10606,33880,38178,1471,0
0,Rudimental,Home,soul,8,0,0,6,2649,,71,6.4,590377,178811,899541,681127,918263,1015697
0,Wild Belle,Isles,soul,0,0,0,0,1,,63,,17973,36859,103086,104731,21553,41189
0,The Lone Bellow,The Lone Bellow,soul,0,0,0,1,114,,77,,24007,49804,62154,49383,1801,9107
0,Tom Odell,Long Way Down,soul,5,0,0,8,7,,58,,252520,294403,715407,902653,770850,693392
0,Jahmene Douglas,Love Never Fails,soul,2,0,0,0,0,,,,5540,0,7409,6270,12,872
0,Valerie June,Pushin' Against a Stone,soul,0,0,0,0,1,,81,,15924,30549,86029,67808,3551924,7725
0,John Newman,Tribute,soul,4,0,0,1,23,,,,309947,261361,1826409,474326,5702387,1571843
1,Avicii,TRUE,soul,5,9,0,7,1364,,69,,2107817,8457627,19467119,8133983,1833426,0
0,Jeremy Loops,Sheer Sound,soul,0,0,0,0,0,,,,72394,137922,155899,79680,29228,62200
0,Ella Henderson,Chapter One,soul,4,0,0,0,0,,,,1159929,290275,568935,518756,30734,463185
1,Taylor McFerrin,Early Riser,soul,1,0,0,0,0,,76,6.8,11662,18738,25493,31712,27260,417
0,Elise Testone,In This Life,soul,0,1,0,0,4,,,,68008,10802,71064,1699,138,3192
0,Jungle,Jungle,soul,4,2,0,200,207,,72,6.2,0,30072,167137,217413,87493,52760
0,Unspoken,Unspoken,soul,0,0,0,23,12,,,,22514,47853,133451,65475,0,101168
0,Algiers,Algiers,soul,4,0,0,1,0,,79,7.7,4450,4860,24544,24282,0,1596
0,Jordan Feliz,Beloved,soul,0,0,0,0,4,,,,10145,68062,58545,87550,0,122035
0,Andee,Black and White Heart,soul,4,0,0,1,44,,,,26920,15686,37091,599,75,0
