artist,album,genre,single_count
Casey Abrams,Casey Abrams,pop,2
My Tiger My Timing,Celeste,pop,4
Lawson,Chapman Square,pop,6
Zedd,Clarity,pop,5
The Collective,The Collective,pop,2
Christopher,Colours,pop,4
Forever Came Calling,Contender,pop,0
Hubert Wu,Couple Getaway,pop,0
Half Moon Run,Dark Eyes,pop,3
Doll$Boxx,Dolls Apartment,pop,0
An Epic No Less,Echo of Love,pop,0
Eme 15,Eme 15,pop,5
Romanthica,Eterno,pop,0
Egoist,Extra terrestrial Biological Entities,pop,2
One Sonic Society,Forever Reign,pop,0
Benjamin Gibbard,Former Lives,pop,0
David Lindgren,Get Started,pop,1
Polica,Give You the Ghost,pop,0
The Gypsy Queens,The Gypsy Queens,pop,0
The Jellyrox,Heta Himlen,pop,0
Moriah Peters,I Choose Jesus,pop,0
iamthemorning,~,pop,0
Icona Pop,Icona Pop,pop,3
Vivid,Infinity,pop,0
Niki and the Dove,Instinct,pop,5
Jennette McCurdy,Jennette McCurdy,pop,1
Kimberley Chen,Kimberley,pop,0
iamamiwhoami,kin,pop,0
Kis-My-Ft2,Kis-My-1st,pop,3
Robin,Koodi,pop,0
Josh Osho,L.i.f.e,pop,0
Haley Reinhart,Listen Up!,pop,1
Stiftelsen,Ljungaverk,pop,0
Zowie,Love Demolition,pop,0
Lukas Graham,Lukas Graham,pop,4
Roberto Bellarosa,Ma voie,pop,3
Producers,Made in Basing Street,pop,0
Friends,Manifest!,pop,0
Alina Devecerski,Music Machine,pop,4
Melody's Echo Chamber,Melody's Echo Chamber,pop,4
Sucre,A Minor Bird,pop,1
Electric Guest,Mondo,pop,0
Farrah Abraham,My Teenage Dream Ended,pop,1
Robin Stjernberg,My Versions,pop,2
Imagine Dragons,Night Visions,pop,5
Sarah De Bono,Sarah De Bono,pop,1
Taryn Southern,On My Face,pop,0
DIIV,Oshin,pop,0
Diandra,Outta My Head,pop,0
Baptiste Giabiconi,Oxygen,pop,2
Chris Wallace,Push Rewind,pop,2
Laurel Halo,Quarantine,pop,0
Ramin Karimloo,Ramin,pop,0
Francesca Michielin,Riflessi di me,pop,3
The Royal Royal,The Royalty,pop,0
The Rubens,The Rubens,pop,0
Youngblood,Running Home to You,pop,2
Samantha Jade,Samantha Jade,pop,19
Moxiie,Savage,pop,3
Iris,Seventeen,pop,3
Rachael Leahcar,Shooting Star,pop,1
Purity Ring,Shrines,pop,4
Victoria Duffield,Shut Up and Dance,pop,4
Jamie McDell,Six Strings and a Sailboat,pop,6
Aimer,Sleepless Nights,pop,7
SpeXial,SpeXial,pop,0
JJAMZ,Suicide Pact,pop,0
People on Vacation,The Summer and the Fall,pop,0
Trust,TRST,pop,0
Stepdad,Wildlife Pop,pop,0
Phillip Phillips,The World from the Side of the Moon,pop,3
WZRD,WZRD,pop,2
1GN,1 Girl Nation,pop,1
Adopted as Holograph,Adopted as Holograph,pop,0
Anitta,Anitta,pop,4
Bastille,Bad Blood,pop,8
Mamadee,Beautiful Soul,pop,2
Broiler,The Beginning,pop,4
Chvrches,The Bones of What You Believe,pop,7
Yohio,Break the Border,pop,2
Kimberley Walsh,Centre Stage,pop,1
Shiritsu Ebisu Chugaku,Chunin,pop,4
Dawid Podsiadlo,Comfort and Happiness,pop,4
Marnie,Crystal World,pop,1
Haim,Days Are Gone,pop,6
Krista Siegfrids,Ding Dong!,pop,3
Phildel,The Disappearance of the Girl,pop,0
Daniel Padilla,DJP,pop,1
Ejecta,Dominae,pop,3
Shine Bright Baby,Dreamers,pop,0
Maite Perroni,Eclipse de Luna,pop,6
Gabrielle Aplin,English Rain,pop,5
Everfound,Everfound,pop,0
Denise Rosenthal,Fiesta,pop,6
State Champs,The Finer Things,pop,0
Havana Brown,Flashing Lights,pop,3
Fatin Shidqia,For You,pop,6
Cassadee Pope,Frame by Frame,pop,2
William Beckett,Genuine & Counterfeit,pop,1
Woodkid,The Golden Age,pop,3
Hannah Rose,Hannah Rose,pop,0
Steve Hare,Cast My Cares,pop,0
JKT48,Heavy Rotation,pop,0
Willy Moon,Here's Willy Moon,pop,2
Janet Devlin,Hide & Seek,pop,1
The Neighbourhood,I Love You.,pop,4
London Grammar,If You Wait,pop,7
Richard & Adam,The Impossible Dream,pop,0
Kodaline,In a Perfect World,pop,5
Capital Cities,In a Tidal Wave of Mystery,pop,4
Guards,In Guards We Trust,pop,1
Peace,In Love,pop,4
Samo,Inevitable,pop,3
Megan Hilty,It Happens All The Time,pop,1
Jackie Thomas,Jackie Thomas,pop,1
Kavka Shishido,Kavkanize,pop,6
Infinite,Koi ni Ochiru Toki,pop,3
Leanne Mitchell,Leanne Mitchell,pop,1
Burna Boy,L.I.F.E - Leaving an Impact for Eternity,pop,5
Silverline,Lights Out,pop,1
R5,Louder,pop,4
Love & the Outcome,Love & the Outcome,pop,0
Christopher Owens,Lysandre,pop,0
Glenn Robinson,Modern Mistakes,pop,0
Clarice Falcao,Monomania,pop,4
Natalie Maines,Mother,pop,0
Tony Scalzo,My Favorite Year,pop,0
The Neverclaim,The Neverclaim,pop,0
Sky Ferreira,Night Time My Time,pop,2
Nina Rodriguez,Nina Rodriguez,pop,1
Noah,Noah,pop,4
Emblem3,Nothing to Lose,pop,2
Emmelie de Forest,Only Teardrops,pop,2
The History of Apple Pie,Out of View,pop,4
Palms,Palms,pop,0
Mayra,Parece Amor,pop,1
Sharon Needles,PG-13,pop,0
La Femme,Psycho Tropical Berlin,pop,0
PUP,PUP,pop,0
Lorde,Pure Heroine,pop,4
Marcus Reeves,Quicksilver - The Masquerade Macabre,pop,4
MS MR,Secondhand Rapture,pop,4
MONEY,The Shadow of Heaven,pop,5
Mallory Knox,Signals,pop,5
Snakadaktal,Sleep in the Water,pop,2
SOLKs MIO,SOLKs MIO,pop,0
Isabella Castillo,Sonar no Cuesta Nada,pop,1
Selena Gomez,Stars Dance,pop,2
Studio Killers,Studio Killers,pop,5
Svenstrup & Vendelboe,Svenstrup & Vendelboe,pop,7
Echosmith,Talking Dreams,pop,5
Taylor Henderson,Taylor Henderson,pop,1
NMB48,Teppen Tottande!,pop,0
Haiku Salut,Tricolore,pop,0
Charli XCX,True Romance,pop,5
Illion,Ubu,pop,2
Union J,Union J,pop,3
A Friend in London,Unite,pop,4
Youngblood Hawke,Wake Up,pop,2
Isac Elliot,Wake Up World,pop,2
St. Lucia,When the Night,pop,0
Swim Deep,Where the Heaven Are We,pop,4
Lucius,Wildewoman,pop,0
Wintergatan,Wintergatan,pop,0
Shane Filan,You and Me,pop,3
5 Seconds of Summer,5 Seconds of Summer,pop,4
Margaret,Add the Blonde,pop,5
Alvvays,Alvvays,pop,3
Andrew McMahon in the Wilderness,Andrew McMahon in the Wilderness,pop,2
Anja Nissen,Anja Nissen,pop,4
Jason Lancaster,As You Are,pop,1
Babymetal,Babymetal,pop,6
Banda do Mar,Banda do Mar,pop,0
Magic Man,Before the Waves,pop,0
In The Valley Below,The Belt,pop,1
Hamilton Leithauser,Black Hours,pop,0
Lo-Fang,Blue Film,pop,1
The Preatures,Blue Planet Eyes,pop,0
Sheppard,Bombs Away,pop,5
Benny Tipene,Bricks,pop,3
Christine and the Queens,Chaleur humaine,pop,7
City Harbor,City Harbor,pop,0
The Colourist,The Colourist,pop,2
Crosses,Crosses,pop,2
September Girls,Cursing the Sea,pop,0
Beatrice Eli,Die Another Day,pop,2
Magic!,Don't Kill the Magic,pop,4
Flight Facilities,Down to Earth,pop,6
Kurt Travis,Everything Is Beautiful,pop,1
Fairies,Fairies,pop,7
Freeman,Freeman,pop,0
Foxes,Glorious,pop,4
Gnarwolves,Gnarwolves,pop,1
Milica Pavlovic,Govor tela Body Language,pop,8
The Madden Brothers,Greetings from California,pop,12
Nothing,Guilty of Everything,pop,1
Haerts,Haerts,pop,1
Leighton Meester,Heartstrings,pop,1
Little Daylight,Hello Memory,pop,1
Gerard Way,Hesitant Alien,pop,2
Tim Campbell,High School Disco,pop,0
Kian Egan,Home,pop,2
Max Collins,Honey from the Icebox,pop,1
Oscar Zia,I Don't Know How to Dance,pop,3
Loftland,I Don't Want to Dance,pop,0
Moose Blood,I'll Keep You in Mind from Time to Time,pop,0
Vianney,Idees blanches,pop,5
Nicholas McDonald,In the Arms of an Angel,pop,1
Electric Youth,Innerworld,pop,0
Alex & Sierra,It's About Us,pop,2
Kathryn Bernardo,Kathryn,pop,3
Kitten,Kitten,pop,0
Justice Crew,Live by the Words,pop,6
Dirty Loops,Loopified,pop,0
Lea Michele,Louder,pop,2
Real Friends,Maybe This Place Is the Same and We're Just Changing,pop,3
McBusted,McBusted,pop,2
The Vamps,Meet the Vamps,pop,5
Indila,Mini World,pop,5
Missing Persons,Missing In Action,pop,1
Clean Bandit,New Eyes,pop,8
MO,No Mythologies to Follow,pop,7
The Split Squad,Now Hear This...,pop,0
The Fooo,Off the Grid,pop,2
Nina Nesbitt,Peroxide,pop,1
Karmin,Pulses,pop,2
Tove Lo,Queen of the Clouds,pop,4
Skrillex,Recess,pop,4
Tomomi Itano,SxWxAxG,pop,5
Anette Olzon,Shine,pop,2
Shiori Niiyama,Shiori,pop,4
Collabro,Stars,pop,0
Chrissie Hynde,Stockholm,pop,3
Bleachers,Strange Desire,pop,4
Dan Croll,Sweet Disarray,pop,4
Sylvan Esso,Sylvan Esso,pop,4
Betty Who,Take Me When You Go,pop,3
Chumped,Teenage Retirement,pop,0
Danilla,Telisik,pop,0
Lena Katina,This Is Who I Am,pop,4
East India Youth,Total Strife Forever,pop,0
JTR,Touchdown,pop,1
Kim Cesarion,Undressed,pop,3
Madeline Juno,The Unknown,pop,2
Ben Aqua,Virtual Anticipation,pop,0
NONONO,We Are Only What We Feel,pop,4
PVRIS,White Noise,pop,2
Neck Deep,Wishful Thinking,pop,3
Noosa,Wonderland,pop,0
Porter Robinson,Worlds,pop,4
Grant Nicholas,Yorktown Heights,pop,0
Mike Score,Zeebratta,pop,2
Amber Run,5am,pop,0
AOA,Ace of Angels,pop,3
Madeon,Adventure,pop,5
Chiquis Rivera,Ahora,pop,5
Steve Grand,All American Boy,pop,4
Halsey,Badlands,pop,4
Miss Fame,Beauty Marked,pop,3
SOAK,Before We Forgot How to Dream,pop,0
Ben Haenow,Ben Haenow,pop,2
Dear Rouge,Black To Gold,pop,4
BiSH,Brand-new idol SHiT,pop,0
Louane,Chambre 12,pop,6
Years & Years,Communion,pop,8
Conchita Wurst,Conchita,pop,4
Melanie Martinez,Cry Baby,pop,4
Zoe,Debut,pop,4
Borns,Dopamine,pop,5
Fantine Tho,Only Human,pop,0
Alvaro Soler,Eterno agosto,pop,5
Deradoorian,The Expanding Flower Planet,pop,0
Sabrina Carpenter,Eyes Wide Open,pop,4
Michelle Chamuel,Face the Fire,pop,3
FFS,FFS,pop,3
Markus Feehily,Fire,pop,4
The Gray Havens,Fire and Stone,pop,0
Juice=Juice,First Squeeze!,pop,7
Kelsea Ballerini,The First Time,pop,4
Ryn Weaver,The Fool,pop,2
Mbongwana Star,From Kinshasa,pop,0
Tobias Jesso Jr.,Goon,pop,2
Nate Ruess,Grand Romantic,pop,5
Kate Pierson,Guitars and Microphones,pop,0
Marie Ueda,Hanashi wa Sorekara da,pop,2
Shawn Mendes,Handwritten,pop,4
Marcus & Martinus,Hei,pop,8
HomeTown,HomeTown,pop,4
Joywave,How Do You Feel Now?,pop,4
Jess Glynne,I Cry When I Laugh,pop,6
Jamie Lawson,Jamie Lawson,pop,5
Andrea Faustini,Kelly,pop,0
Zella Day,Kicker,pop,3
Garnidelia,Linkage Ring,pop,4
Annaleigh Ashford,Lost in the Stars: Live at 54 Below,pop,1
Elle King,Love Stuff,pop,3
Smallpools,Lovetap,pop,0
Morissette Amon,Morissette,pop,2
Natalie Prass,Natalie Prass,pop,1
As It Is,Never Happy Ever After,pop,3
Josef Salvat,Night Swim,pop,0
Indiana,No Romeo,pop,6
Bea Miller,Not an Apology,pop,2
Oh Wonder,Oh Wonder,pop,15
MisterWives,Our Own House,pop,2
Ginny Blackmore,Over the Moon,pop,5
No Devotion,Permanence,pop,4
Galantis,Pharmacy,pop,6
Will Butler,Policy,pop,0
Sophie,Product,pop,8
Lyca Gairanod,Puede Nang Mangarap,pop,2
Real Lies,Real Life,pop,3
Revolution Saints,Revolution Saints,pop,4
Ann Sophie,Silver Into Gold,pop,2
The Wainwright Sisters,Songs in the Dark,pop,0
Sophia Abrahao,Sophia Abrahao,pop,1
Meg Myers,Sorry,pop,0
Cheerleader,The Sunshine of Your Youth,pop,0
Swiss Lips,Swiss Lips,pop,0
Emily Kinney,This Is War,pop,2
Mikky Ekko,Time,pop,2
Nogizaka46,Tomei na Iro,pop,10
Rae Morris,Unguarded,pop,7
X Ambassadors,VHS,pop,4
Emile Haynie,We Fall,pop,1
Ykiki Beat,When the World is Wide,pop,2
Alexander Armstrong,A Year of Songs,pop,0
Sarsa,Zapomnij mi,pop,4
Anavitoria,Anavitoria,pop,0
Blossoms,Blossoms,pop,8
Kero Kero Bonito,Bonito Generation,pop,6
Caper Clowns,The Buca Bus,pop,0
Zach Williams,Chain Breaker,pop,3
Bradley Walsh,Chasing Dreams,pop,0
Client Liaison,Diplomatic Immunity,pop,4
The Lemon Twigs,Do Hollywood,pop,2
The Mute Gods,Do Nothing till You Hear from Me,pop,0
Wet,Don't You,pop,0
Curt Anderson,Every Moment,pop,0
Francis and the Lights,Farewell Starlite!,pop,2
Jessica Sutta,Feline Resurrection,pop,5
Consumed by Fire,Giving Over,pop,0
Maren Morris,Hero,pop,4
DMA's,Hills End,pop,6
Anohni,Hopelessness,pop,2
Mako,Hourglass,pop,4
Nick Fradiani,Hurricane,pop,2
Against The Current,In Our Bones,pop,4
Safia,Internal,pop,4
Alex Cameron,Jumping the Shark,pop,0
I Prevail,Lifelines,pop,4
Whitney,Light Upon the Lake,pop,3
All Tvvins,llVV,pop,5
CRX,New Skin,pop,2
Charlie Puth,Nine Track Mind,pop,3
Shura,Nothing's Real,pop,8
CNCO,Primera Cita,pop,0
Japanese Breakfast,Psychopomp,pop,0
Sayaka Yamamoto,Rainbow,pop,0
Nina Kraljic,Samo,pop,4
Andy Black,The Shadow Side,pop,1
Jordan Smith,Something Beautiful,pop,1
Nicky Byrne,Sunlight,pop,2
TINI,TINI (Martina Stoessel),pop,4
Cimorelli,Up at Night,pop,0
Virginia to Vegas,Utopian,pop,4
Viola Beach,Viola Beach,pop,2
We Are Messengers,We Are Messengers,pop,0
Pearl City Worship,We Won't Be Silent,pop,0
Urban Rescue,Wild Heart,pop,0
Rachel Platten,Wildfire,pop,3
Alfie Arcuri,Zenith,pop,1
Liam Gallagher,As You Were,pop,5
Alexandra Savior,Belladonna of Sadness,pop,5
Cigarettes After Sex,Cigarettes After Sex,pop,4
Allie X,CollXtion II,pop,3
Judah Kelly,Count On Me,pop,2
Austin Mahone,Dirty Work,pop,3
GJan,Do It,pop,3
Dua Lipa,Dua Lipa,pop,8
Can't Swim,Fail You Again,pop,0
Beth Ditto,Fake Sugar,pop,0
Niall Horan,Flicker,pop,4
Superfruit,Future Friends,pop,0
Gizmodrome,Gizmodrome,pop,0
TC&I,Great Aspirations,pop,0
Charly Bliss,Guppy,pop,4
Harry Styles,Harry Styles,pop,3
Wincent Weiss,Irgendwas gegen die Stille,pop,3
Grace VanderWaal,Just the Beginning,pop,2
LANY,LANY,pop,6
Sofia Reyes,Louder!,pop,4
Meg Mac,Low Blows,pop,2
the Chainsmokers,Memories...Do Not Open,pop,3
Sayuri,Mikazuki no Koukai,pop,5
Joe Scarborough,Mystified,pop,0
Mito Natsume,Natsumelo,pop,4
Sheer Mag,Need To Feel Your Love,pop,3
Poppy,Poppy.Computer,pop,7
Lindsay Ell,The Project,pop,2
Vancouver Sleep Clinic,Revival,pop,4
Exit Eden,Rhapsodies in Black,pop,0
Shekhinah,Rose Gold,pop,2
Sheridan Smith,Sheridan,pop,3
Aquilo,Silhouettes,pop,4
Caitlyn Shadbolt,Songs on My Sleeve,pop,0
Luke Combs,This One's for You,pop,3
Allison Crutchfield,Tourist In This Town,pop,0
Matt Terry,Trouble,pop,1
Slotface,Try Not to Freak Out,pop,0
Levina,Unexpected,pop,1
Pabllo Vittar,Vai Passar Mal,pop,6
Una Healy,The Waiting Game,pop,2
Russell Dickerson,Yours,pop,2
Camila Cabello,Camila,pop,2
Devin Dawson,Dark Horse,pop,0
Dita Von Teese,Dita Von Teese,pop,1
Bebe Rexha,Expectations,pop,1
Hayley Kiyoko,Expectations,pop,3
Lo Moon,Lo Moon,pop,0
Calum Scott,Only Human,pop,3
Angie,Suicidal Since 1995,pop,2
Superorganism,Superorganism,pop,6
The Academic,Tales from the Backseat,pop,4
