artists,albums,genre,release_date,ratings
Radiohead,TKOL RMX 1234567,['Rock'],2011-10-10,6.0
Martyn,Ghost People,['Electronic'],2011-10-07,7.2
Various Artist,Tropical 2,[],2011-10-07,8.3
Ayshay,WARN-U EP,['Electronic'],2011-10-07,7.2
Blue Daisy,The Sunday Gift,['Electronic'],2011-10-07,7.5
James Blake,Enough Thunder EP,['Pop/R&B'],2011-10-07,6.4
Loney Dear,Hall Music,['Rock'],2011-10-06,6.7
Chelsea Wolfe,Apokalypsis,['Rock'],2011-10-06,7.3
John Cale,Extra Playful EP,['Rock'],2011-10-06,6.0
Miles Davis,"The Bootleg Series, Volume 1: Live in Europe 1967",['Jazz'],2011-10-06,9.0
DJ Shadow,"The Less You Know, the Better",['Electronic'],2011-10-06,4.5
Young Man,Ideas of Distance,['Rock'],2011-10-05,5.5
Stare Case,Lose Today,['Electronic'],2011-10-05,7.4
Gui Boratto,III,['Electronic'],2011-10-05,6.4
MGMT,LateNightTales,['Rock'],2011-10-05,7.8
Zola Jesus,Conatus,['Electronic'],2011-10-05,7.7
Luomo,Plus,['Electronic'],2011-10-04,7.8
Sleep ∞ Over,Forever,"['Electronic', 'Rock']",2011-10-04,7.0
The Embassy,Life in the Trenches,['Rock'],2011-10-04,8.0
Superchunk,Foolish,['Rock'],2011-10-04,8.8
DRC Music,Kinshasa One Two,['Electronic'],2011-10-04,6.8
Leyland Kirby,Eager to Tear Apart the Stars,"['Electronic', 'Rock']",2011-10-03,7.9
We Were Promised Jetpacks,In the Pit of the Stomach,['Rock'],2011-10-03,5.8
Modeselektor,Monkeytown,['Electronic'],2011-10-03,7.4
Colin Stetson,Those Who Didn't Run,['Experimental'],2011-10-03,7.8
Feist,Metals,['Rock'],2011-10-03,7.7
Bill Orcutt,How the Thing Sings,['Experimental'],2011-09-30,8.0
Craig Wedren,WAND,['Rock'],2011-09-30,7.6
J. Cole,Cole World: The Sideline Story,['Rap'],2011-09-30,6.1
Spank Rock,Everything Is Boring & Everyone Is a Fucking Liar,['Rap'],2011-09-30,3.5
Mastodon,The Hunter,['Metal'],2011-09-30,7.5
Cerebral Ballzy,Cerebral Ballzy,"['Metal', 'Rock']",2011-09-29,4.8
Various Artist,This May Be My Last Time Singing,[],2011-09-29,8.4
Maria Minerva,Cabaret Cixous,['Electronic'],2011-09-29,6.8
Mr. Muthafuckin’ eXquire,Lost in Translation,['Rap'],2011-09-29,7.9
Youth Lagoon,The Year of Hibernation,['Rock'],2011-09-29,8.4
Plaid,Scintilli,['Electronic'],2011-09-28,5.8
Mekons,Ancient & Modern 1911-2011,['Rock'],2011-09-28,6.6
The Stepkids,The Stepkids,['Pop/R&B'],2011-09-28,6.5
Rwake,Rest,"['Metal', 'Rock']",2011-09-28,7.8
Dum Dum Girls,Only in Dreams,['Rock'],2011-09-28,7.6
Total Slacker,Thrashin',['Rock'],2011-09-27,6.7
Speculator,Nice,['Rock'],2011-09-27,7.4
Brett Anderson,Black Rainbows,['Rock'],2011-09-27,5.8
Opeth,Heritage,['Metal'],2011-09-27,6.9
Nirvana,Nevermind [20th Anniversary Edition],['Rock'],2011-09-27,10.0
Big Troubles,Romantic Comedy,['Rock'],2011-09-26,5.9
Gem Club,Breakers,['Rock'],2011-09-26,6.9
Mark McGuire,Get Lost,"['Electronic', 'Rock', 'Experimental']",2011-09-26,7.9
Twin Sister,In Heaven,['Pop/R&B'],2011-09-26,7.8
Wilco,The Whole Love,['Rock'],2011-09-26,6.9
bvdub,I Remember,['Electronic'],2011-09-23,6.5
Jack Oblivian,Rat City,"['Electronic', 'Rock']",2011-09-23,7.5
Fred McDowell,The Alan Lomax Recordings,[],2011-09-23,8.5
Ariel Pink's Haunted Graffiti,"""Witchhunt Suite for WWIII""","['Experimental', 'Rock']",2011-09-23,7.8
Wolves in the Throne Room,Celestial Lineage,['Metal'],2011-09-23,8.6
Tropics,Parodia Flare,['Electronic'],2011-09-22,6.7
Fatoumata Diawara,Fatou,"['Folk/Country', 'Global', 'Pop/R&B']",2011-09-22,7.6
Paul White,Rapping With Paul White,"['Experimental', 'Rap', 'Rock']",2011-09-22,6.7
Van Dyke Parks,"Arrangements, Vol. 1",['Pop/R&B'],2011-09-22,8.6
Jens Lekman,An Argument With Myself EP,['Rock'],2011-09-22,7.9
S.C.U.M.,Again Into Eyes,['Rock'],2011-09-21,6.7
Boom Bip,Zig Zaj,"['Electronic', 'Rap']",2011-09-21,6.6
Weekend,Red EP,"['Experimental', 'Rock']",2011-09-21,7.4
Mikal Cronin,Mikal Cronin,['Rock'],2011-09-21,8.1
Four Tet,Fabriclive 59,['Electronic'],2011-09-21,8.0
Tammar,Visits,[],2011-09-20,7.7
Blitzen Trapper,American Goldwing,['Rock'],2011-09-20,5.4
Apparat,The Devil's Walk,['Electronic'],2011-09-20,6.6
Baths,Pop Music / False B-Sides,['Electronic'],2011-09-20,7.4
Disco Inferno,The 5 EPs,"['Experimental', 'Rock']",2011-09-20,9.4
Regina,Soita Mulle,['Rock'],2011-09-19,7.0
CHLLNGR,Haven,['Pop/R&B'],2011-09-19,6.1
Veronica Falls,Veronica Falls,"['Experimental', 'Rock']",2011-09-19,7.7
Megafaun,Megafaun,['Rock'],2011-09-19,7.8
Wavves,Life Sux EP,['Rock'],2011-09-19,6.7
Fungi Girls,Some Easy Magic,['Rock'],2011-09-16,7.3
Slow Club,Paradise,['Rock'],2011-09-16,7.8
Omar S,"It Can Be Done, But Only I Can Do It",['Electronic'],2011-09-16,8.0
The Drums,Portamento,['Pop/R&B'],2011-09-16,7.4
Das Racist,Relax,['Rap'],2011-09-16,6.3
Vaz,Chartreuse Bull,['Rock'],2011-09-15,7.6
808 State,Blueprint: The Best of 808 State,['Electronic'],2011-09-15,7.5
DaVinci,Feast or Famine EP,['Rap'],2011-09-15,8.0
Clap Your Hands Say Yeah,Hysterical,['Rock'],2011-09-15,5.6
Neon Indian,Era Extraña,['Electronic'],2011-09-15,7.9
Pink Skull,Psychic Welfare,['Electronic'],2011-09-14,5.3
A Winged Victory for the Sullen,A Winged Victory for the Sullen,['Experimental'],2011-09-14,7.3
Ladytron,Gravity the Seducer,"['Electronic', 'Rock']",2011-09-14,6.0
Curren$y,Verde Terrace,['Rap'],2011-09-14,7.3
Wild Flag,Wild Flag,"['Experimental', 'Rock']",2011-09-14,8.0
Laura Marling,A Creature I Don't Know,['Folk/Country'],2011-09-13,7.6
CANT,Dreams Come True,"['Experimental', 'Rock']",2011-09-13,6.1
Circle of Ouroborus,Eleven Fingers,[],2011-09-13,8.0
Mogwai,Earth Division EP,['Rock'],2011-09-13,6.4
St. Vincent,Strange Mercy,['Rock'],2011-09-13,9.0
Mates of State,Mountaintops,['Rock'],2011-09-12,7.1
The Raincoats,Odyshape,"['Experimental', 'Rock']",2011-09-12,8.0
Hella,Tripper,"['Experimental', 'Rock']",2011-09-12,6.0
Toro Y Moi,Freaking Out EP,['Electronic'],2011-09-12,8.0
Girls,"Father, Son, Holy Ghost",['Rock'],2011-09-12,9.3
Gotye,Making Mirrors,['Rock'],2011-09-09,7.7
Whatever Brains,Whatever Brains,['Rock'],2011-09-09,7.4
Steve Reich and Kronos Quartet,WTC 9/11,[],2011-09-09,7.0
Art of Noise,Who's Afraid of the Art of Noise [Deluxe Edition],"['Electronic', 'Experimental', 'Rock']",2011-09-09,8.6
Ricardo Villalobos and Max Loderbauer,Re: ECM,['Electronic'],2011-09-09,7.9
CSS,La Liberación,"['Electronic', 'Rock']",2011-09-08,5.2
Main Attrakionz,808s & Dark Grapes II,['Rap'],2011-09-08,7.5
Winter Family,Red Sugar,"['Experimental', 'Rock']",2011-09-08,7.9
YOB,Atma,"['Metal', 'Rock']",2011-09-08,8.3
Terius Nash,1977,"['Pop/R&B', 'Rap']",2011-09-08,7.9
Peter Wolf Crier,Garden of Arms,[],2011-09-07,6.0
Grimes,Geidi Primes,['Pop/R&B'],2011-09-07,7.5
Memoryhouse,The Years EP,"['Electronic', 'Rock']",2011-09-07,6.3
Cymbals Eat Guitars,Lenses Alien,['Rock'],2011-09-07,8.0
The Field,Looping State of Mind,['Electronic'],2011-09-07,8.5
HTRK,"Work (work, work)","['Experimental', 'Rock']",2011-09-06,5.7
Throwing Muses,Anthology,['Rock'],2011-09-06,8.0
Shimmering Stars,Violent Hearts,['Rock'],2011-09-06,7.1
Elite Gymnastics,Ruin,['Electronic'],2011-09-06,7.8
The Rapture,In the Grace of Your Love,"['Electronic', 'Rock']",2011-09-06,7.2
Jacuzzi Boys,Glazin',['Rock'],2011-09-02,6.2
Oupa,Forget,['Rock'],2011-09-02,6.3
Deleted Scenes,Young People’s Church of the Air,['Rock'],2011-09-02,7.8
Azari & III,Azari & III,"['Electronic', 'Pop/R&B']",2011-09-02,7.3
Thundercat,The Golden Age of Apocalypse,"['Jazz', 'Pop/R&B']",2011-09-02,8.1
Cosmin TRG,Simulat,['Electronic'],2011-09-01,7.4
Motion Sickness of Time Travel,Luminaries & Synastry,[],2011-09-01,7.8
Case Studies,The World Is Just a Shape to Fill the Night,['Folk/Country'],2011-09-01,7.3
Red Hot Chili Peppers,I'm With You,['Rock'],2011-09-01,4.0
Stephin Merritt,Obscurities,['Rock'],2011-09-01,7.5
Sun Araw,Ancient Romans,['Experimental'],2011-08-31,7.9
Glen Campbell,Ghost on the Canvas,['Folk/Country'],2011-08-31,6.5
Alias,Fever Dream,"['Electronic', 'Rock']",2011-08-31,7.2
Big K.R.I.T.,Last King 2: God's Machine,['Rap'],2011-08-31,6.4
Grandaddy,The Sophtware Slump,['Rock'],2011-08-31,8.5
Big Business,Quadruple Single EP,"['Metal', 'Rock']",2011-08-30,7.0
Magic Trick,The Glad Birth of Love,[],2011-08-30,7.0
Patti Smith,Outside Society,['Rock'],2011-08-30,5.9
Male Bonding,Endless Now,[],2011-08-30,8.0
Lil Wayne,Tha Carter IV,['Rap'],2011-08-30,6.2
PS I Love You,Figure It Out,['Rock'],2011-08-29,6.9
Purling Hiss,Lounge Lizards EP,['Rock'],2011-08-29,7.5
Tinariwen,Tassili,['Global'],2011-08-29,7.8
The Game,The R.E.D. Album,['Rap'],2011-08-29,4.8
Balam Acab,Wander / Wonder,"['Electronic', 'Rock']",2011-08-29,8.2
Amen Dunes,Through Donkey Jaw,['Rock'],2011-08-26,7.5
Nick Diamonds,I Am an Attic,['Rock'],2011-08-26,6.4
Blood Orange,Coastal Grooves,['Pop/R&B'],2011-08-26,5.9
Active Child,You Are All I See,['Rock'],2011-08-26,7.2
Danny Brown,XXX,['Rap'],2011-08-26,8.2
Ganglians,Still Living,"['Experimental', 'Pop/R&B']",2011-08-25,6.9
Gold Leaves,The Ornament,"['Folk/Country', 'Rock']",2011-08-25,7.7
Wooden Shjips,West,['Rock'],2011-08-25,7.3
I Break Horses,Hearts,['Rock'],2011-08-25,7.2
The Weeknd,Thursday,['Pop/R&B'],2011-08-25,7.9
Luke Temple,Don't Act Like You Don't Care,['Pop/R&B'],2011-08-24,6.1
MIMEO,Wigry,[],2011-08-24,7.2
Drive-By Truckers,"Ugly Buildings, Whores & Politicians: Greatest Hits 1998-2009",['Rock'],2011-08-24,8.2
Widowspeak,Widowspeak,['Rock'],2011-08-24,7.5
Mister Heavenly,Out of Love,['Rock'],2011-08-24,7.5
Razika,Program 91,['Pop/R&B'],2011-08-23,7.3
Fruit Bats,Tripper,['Rock'],2011-08-23,6.8
Cut Off Your Hands,Hollow,['Rock'],2011-08-23,7.3
Gucci Mane,Ferrari Boyz,['Rap'],2011-08-23,6.3
The War on Drugs,Slave Ambient,['Rock'],2011-08-23,8.3
Southern Shores,Atlantic EP,"['Electronic', 'Pop/R&B', 'Rock']",2011-08-22,7.3
Toddla T,Watch Me Dance,['Electronic'],2011-08-22,6.5
Popol Vuh,Revisited & Remixed (1970-1999),['Electronic'],2011-08-22,7.8
Fool's Gold,Leave No Trace,"['Pop/R&B', 'Rock']",2011-08-22,6.2
Stephen Malkmus and the Jicks,Mirror Traffic,['Rock'],2011-08-22,7.7
Jesse Sykes & the Sweet Hereafter,Marble Son,['Folk/Country'],2011-08-12,5.9
Richard Youngs,Amplifying Host,"['Experimental', 'Rock']",2011-08-12,7.0
Milk Maid,Yucca,['Rock'],2011-08-12,7.2
Braid,Closer to Closed,"['Metal', 'Rock']",2011-08-12,2.8
Various Artist,"Not the Spaces You Know, But Between Them",[],2011-08-12,8.3
Surgeon,Breaking the Frame,['Electronic'],2011-08-11,7.2
Collections of Colonies of Bees,GIVING,['Rock'],2011-08-11,6.8
Shlohmo,Bad Vibes,['Electronic'],2011-08-11,7.8
Serge Gainsbourg,Gainsbourg Percussions,['Pop/R&B'],2011-08-11,8.2
JAY-Z,Watch the Throne,['Rap'],2011-08-11,8.5
Cult of Youth,Cult of Youth,"['Electronic', 'Folk/Country']",2011-08-10,7.3
Carol Kleyn,Love Has Made Me Stronger,[],2011-08-10,7.8
Steve Mason,Ghosts Outside,"['Electronic', 'Global']",2011-08-10,6.6
Greneberg,Greneberg,['Pop/R&B'],2011-08-10,7.4
DoM ,Family of Love EP,['Rock'],2011-08-10,8.0
Connan Mockasin,Forever Dolphin Love,['Rock'],2011-08-09,7.1
Dave.I.D,Response,"['Experimental', 'Rock']",2011-08-09,7.6
Wiley,Chill Out Zone,['Rap'],2011-08-09,6.0
Richard Buckner,Our Blood,['Rock'],2011-08-09,8.0
Pulp,It,['Rock'],2011-08-09,6.1
Is Tropical,Native To,"['Electronic', 'Rock']",2011-08-08,5.0
The Advisory Circle,As the Crow Flies,['Electronic'],2011-08-08,7.4
Idaho,You Were a Dick,['Rock'],2011-08-08,7.8
Mark McGuire,Trouble Books and Mark McGuire,"['Electronic', 'Rock', 'Experimental']",2011-08-08,7.6
Beirut,The Rip Tide,['Rock'],2011-08-08,7.7
Alex Clare,The Lateness of the Hour,"['Electronic', 'Rock']",2011-08-05,3.7
John Tejada,Parabolas,['Electronic'],2011-08-05,7.1
Lloyd,King of Hearts,['Pop/R&B'],2011-08-05,7.9
Efrim Manuel Menuck,"Plays ""High Gospel""",['Experimental'],2011-08-05,7.6
Bonnie “Prince” Billy,There Is No God,"['Folk/Country', 'Rock']",2011-08-05,7.0
Chiddy Bang,Peanut Butter and Swelly,"['Rap', 'Rock']",2011-08-04,2.1
Autre Ne Veut,Body EP,['Electronic'],2011-08-04,7.5
Human Eye,They Came From the Sky,"['Electronic', 'Experimental', 'Rock']",2011-08-04,7.7
Boston Spaceships,Let It Beard,['Rock'],2011-08-04,6.0
The Decemberists,iTunes Session,['Rock'],2011-08-04,6.2
Sorry Bamba,Volume One 1970-1979,"['Global', 'Pop/R&B']",2011-08-03,7.7
Comet Gain,Howl of the Lonely Crowd,"['Experimental', 'Rock']",2011-08-03,7.3
Soft Metals,Soft Metals,"['Electronic', 'Pop/R&B']",2011-08-03,7.5
Screaming Trees,Last Words: The Final Recordings,['Rock'],2011-08-03,5.7
Jürgen Müller,Science of the Sea,['Electronic'],2011-08-03,8.4
Elysian Fields,Last Night on Earth,['Rock'],2011-08-02,5.9
William Elliott Whitmore,Field Songs,['Folk/Country'],2011-08-02,7.5
Cut Hands,Afro Noise I,[],2011-08-02,7.8
Wu-Tang,Legendary Weapons,[],2011-08-02,5.0
Moonface,Organ Music Not Vibraphone Like I'd Hoped,['Rock'],2011-08-02,6.1
Grieves,Together/Apart,['Rap'],2011-08-01,5.2
Nicholas Szczepanik,Please Stop Loving Me,['Rock'],2011-08-01,7.8
Release the Sunbird,Come Back to Us,['Rock'],2011-08-01,6.2
Hudson Mohawke,Satin Panthers EP,['Electronic'],2011-08-01,7.6
Archers of Loaf,Icky Mettle,['Rock'],2011-08-01,9.0
Viva Brother,Famous First Words,['Rock'],2011-07-29,2.9
Ssion,Bent,['Rock'],2011-07-29,6.8
Grooms,Prom,['Rock'],2011-07-29,7.0
Motor City Drum Ensemble,DJ-Kicks,['Electronic'],2011-07-29,8.0
MellowHype,BlackenedWhite,['Rap'],2011-07-29,8.0
Ada,Meine Zarten Pfoten,['Electronic'],2011-07-28,5.1
Baobinga and Co.,Joint Ventures,[],2011-07-28,7.3
Mike Simonetti,Capricorn Rising EP,['Pop/R&B'],2011-07-28,7.1
Philip Selway,Running Blind EP,['Rock'],2011-07-28,5.8
Marvin Gaye,What's Going On [40th Anniversary Edition],['Pop/R&B'],2011-07-28,9.5
Painted Palms,Canopy EP,"['Electronic', 'Rock']",2011-07-27,5.2
Molly Sweeney,Gold Rings and Fur Pelts,[],2011-07-27,5.8
Army Navy,The Last Place,['Rock'],2011-07-27,7.0
Tiger & Woods,Through the Green,['Pop/R&B'],2011-07-27,8.2
Lil Wayne,Sorry 4 the Wait,['Rap'],2011-07-27,7.1
SebastiAn,Total,['Electronic'],2011-07-26,5.6
Eternal Tapestry,Night Gallery,"['Rock', 'Experimental']",2011-07-26,7.0
Random Axe,Random Axe,"['Pop/R&B', 'Rap']",2011-07-26,6.6
Little Dragon,Ritual Union,['Electronic'],2011-07-26,6.7
How to Dress Well,Just Once EP,"['Electronic', 'Pop/R&B']",2011-07-26,7.8
Inc.,3 EP,['Pop/R&B'],2011-07-25,4.8
Machinedrum,Room(s),['Electronic'],2011-07-25,6.6
La Big Vic,Actually,['Pop/R&B'],2011-07-25,7.3
Nguzunguzu,Timesup EP,"['Electronic', 'Rap']",2011-07-25,7.6
The Horrors,Skying,['Rock'],2011-07-25,7.5
Serengeti,Family and Friends,['Rap'],2011-07-21,6.8
Fruit Tree Foundation,First Edition,"['Folk/Country', 'Rock']",2011-07-21,5.9
Various Artist,"To What Strange Place: The Music of the Ottoman-American Diaspora, 1916-1929",[],2011-07-21,8.3
Prurient,Bermuda Drain,['Experimental'],2011-07-21,7.0
Kendrick Lamar,Section.80,['Rap'],2011-07-21,8.0
Sons and Daughters,Mirror Mirror,['Rock'],2011-07-20,5.6
Samiyam,Sam Baker's Album,['Rap'],2011-07-20,6.3
"Borden, Ferraro, Godin, Halo & Lopatin",FRKWYS Vol. 7,[],2011-07-20,7.7
Gucci Mane,Writings on the Wall II,['Rap'],2011-07-20,7.9
Megadeth,Peace Sells... But Who's Buying? [25th Anniversary Edition],['Metal'],2011-07-20,8.7
Olivia Wyatt,Staring Into the Sun,[],2011-07-19,7.2
Vondelpark,nyc stuff and nyc bags,"['Electronic', 'Rock']",2011-07-19,7.5
Siriusmo,Pearls & Embarrassments: 2000-2010,['Electronic'],2011-07-19,7.4
Fennesz,Seven Stars,['Experimental'],2011-07-19,7.1
The Cool Kids,When Fish Ride Bicycles,['Rap'],2011-07-19,6.9
Singer,Mindreading,['Rock'],2011-07-18,5.8
Sole and the Skyrider Band,Hello Cruel World,['Rap'],2011-07-18,6.1
James Ferraro,Night Dolls With Hairspray,['Electronic'],2011-07-18,7.9
Pictureplane,Thee Physical,['Electronic'],2011-07-18,7.0
The Men,Leave Home,['Rock'],2011-07-18,8.2
The Chain Gang of 1974,Wayward Fire,['Pop/R&B'],2011-07-14,5.7
Ratcliffe,Dorus Rijkers EP,['Electronic'],2011-07-14,7.0
Dope Body,Nupping,['Rock'],2011-07-14,7.8
Various Artist,Red Hot + Rio 2,[],2011-07-14,7.2
Lil B,I'm Gay (I'm Happy),['Rap'],2011-07-14,8.1
Various Artist,Invasion of the Mysteron Killer Sounds,[],2011-07-13,7.9
Miracle Fortress,Was I the Wave?,['Rock'],2011-07-13,7.2
Biosphere,N-Plants,['Experimental'],2011-07-13,8.0
Gomez,Whatever's on Your Mind,['Rock'],2011-07-13,2.9
R.E.M.,Lifes Rich Pageant (25th Anniversary Edition),['Rock'],2011-07-13,8.8
Cian Nugent,Doubles,['Rock'],2011-07-12,7.7
Brilliant Colors,Again and Again,"['Experimental', 'Rock']",2011-07-12,6.8
Foster the People,Torches,"['Electronic', 'Rock']",2011-07-12,6.2
Eleanor Friedberger,Last Summer,['Rock'],2011-07-12,7.9
Zomby,Dedication,['Electronic'],2011-07-12,7.6
Various Artist,Rave On: A Tribute to Buddy Holly,[],2011-07-11,3.8
Emmy the Great,Virtue,['Rock'],2011-07-11,6.3
Gold-Bears,Are You Falling in Love?,"['Experimental', 'Rock']",2011-07-11,7.6
Crystal Antlers,Two-Way Mirror,"['Experimental', 'Rock']",2011-07-11,7.0
Washed Out,Within And Without,['Electronic'],2011-07-11,8.3
Father's Children,Who's Gonna Save the World,[],2011-07-08,7.4
Noveller,Glacial Glow,['Rock'],2011-07-08,7.6
Various Artist,116 & Rising,[],2011-07-08,7.2
Vybz Kartel,Kingston Story,"['Global', 'Pop/R&B']",2011-07-08,5.7
John Maus,We Must Become the Pitiless Censors of Ourselves,"['Experimental', 'Rock']",2011-07-08,8.4
Vast Aire,OX 2010: A Street Odyssey,['Rap'],2011-07-07,4.6
Eric Copeland,Waco Taco Combo,['Experimental'],2011-07-07,7.5
Atari Teenage Riot,Is This Hyperreal?,"['Electronic', 'Metal', 'Rock']",2011-07-07,5.1
SBTRKT,SBTRKT,"['Electronic', 'Rock']",2011-07-07,8.1
Memory Tapes,Player Piano,"['Electronic', 'Rock']",2011-07-07,6.0
Gardens & Villa,Gardens & Villa,['Rock'],2011-07-06,6.8
The Poison Control Center,Stranger Ballet,['Rock'],2011-07-06,7.6
Big Sean,Finally Famous,['Rap'],2011-07-06,6.1
Pure X,Pleasure,['Pop/R&B'],2011-07-06,7.6
AraabMuzik,Electronic Dream,['Electronic'],2011-07-06,8.2
Mexicans With Guns,Ceremony,['Electronic'],2011-07-05,5.5
Brown Recluse,Evening Tapestry,['Rock'],2011-07-05,7.4
YACHT,Shangri-La,['Electronic'],2011-07-05,6.5
Com Truise,Galactic Melt,['Electronic'],2011-07-05,7.3
Brian Eno,Drums Between the Bells,"['Experimental', 'Jazz']",2011-07-05,6.6
Vampillia,Alchemic Heart,['Experimental'],2011-07-01,8.0
Norm Macdonald,Me Doing Standup,[],2011-07-01,6.5
Wiley,100% Publishing,['Rap'],2011-07-01,7.5
Lungfish,The Unanimous Hour,['Rock'],2011-07-01,8.1
Statik Selektah,"Lord Giveth, Lord Taketh Away EP",['Rap'],2011-07-01,7.2
The Wooden Birds,Two Matchsticks,['Rock'],2011-06-30,7.3
Tearist,Living: 2009-Present,['Electronic'],2011-06-30,6.7
Kate Simko,Lights Out,['Electronic'],2011-06-30,6.9
Death Grips,Exmilitary,"['Experimental', 'Rap']",2011-06-30,7.5
Curren$y,Weekend at Burnie's,['Rap'],2011-06-30,8.0
Witch Gardens,"Alice, Agatha, Branch & Christ",[],2011-06-29,7.2
White Denim,D,['Rock'],2011-06-29,6.8
Vladislav Delay Quartet,Debut,['Electronic'],2011-06-29,7.2
Handsome Furs,Sound Kapital,"['Electronic', 'Rock']",2011-06-29,8.1
Iceage,New Brigade,['Rock'],2011-06-29,8.4
diskJokke,Sagara,['Pop/R&B'],2011-06-28,6.4
Jóhann Jóhannsson,The Miners' Hymns,['Experimental'],2011-06-28,7.7
Killer Mike,Pl3dge,['Rap'],2011-06-28,8.0
Mount Kimbie,Carbonated EP,['Electronic'],2011-06-28,6.8
Beyoncé,4,['Pop/R&B'],2011-06-28,8.0
Graham Wright,Shirts vs. Skins,['Folk/Country'],2011-06-27,4.9
Laurel Halo,Hour Logic EP,['Electronic'],2011-06-27,5.8
Robag Wruhme,Thora Vukk,['Electronic'],2011-06-27,7.9
Blanck Mass,Blanck Mass,['Electronic'],2011-06-27,7.7
Shabazz Palaces,Black Up,['Rap'],2011-06-27,8.8
Digitalism,"I Love You, Dude","['Electronic', 'Rock']",2011-06-24,4.4
Cliffie Swan,Memories Come True,[],2011-06-24,7.3
Mount Moriah,Mount Moriah,['Rock'],2011-06-24,7.8
Other Lives,Tamer Animals,['Rock'],2011-06-24,7.4
Suede,Coming Up [Deluxe Edition],['Rock'],2011-06-24,7.9
Various Artist,Fania Records 1964-1980: The Original Sound of Latin New York,[],2011-06-23,8.0
White Hills,H–p1,['Rock'],2011-06-23,6.8
Forest Swords,Fjree Feather,['Experimental'],2011-06-23,6.5
Cities Aviv,Digital Lows,"['Experimental', 'Rap']",2011-06-23,7.5
WU LYF,Go Tell Fire to the Mountain,"['Experimental', 'Rock']",2011-06-23,8.4
Ungdomskulen,Gimme Ten,['Rock'],2011-06-22,5.2
6th Borough Project,One Night in the Borough,"['Electronic', 'Pop/R&B']",2011-06-22,6.7
BOBBY,BOBBY,['Pop/R&B'],2011-06-22,7.2
Young Montana,Limerence,[],2011-06-22,7.5
Unknown Mortal Orchestra,Unknown Mortal Orchestra,['Rock'],2011-06-22,8.1
Bruno Pronsato,Lovers Do,['Electronic'],2011-06-21,8.1
"1,2,3",New Heaven,"['Jazz', 'Rock']",2011-06-21,6.3
Silkie,Silkie - City Limits Volume 2,['Electronic'],2011-06-21,7.8
Bombé and Mr. Caribbean,James Drake,[],2011-06-21,7.6
Ty Segall,Goodbye Bread,['Rock'],2011-06-21,8.1
Shine 2009,Realism,['Pop/R&B'],2011-06-20,6.1
Bodies of Water,Twist Again,['Folk/Country'],2011-06-20,7.4
Brent Hinds,Fiend Without a Face/West End Motel,[],2011-06-20,6.8
Action Bronson,Dr. Lecter,['Rap'],2011-06-20,8.1
Bon Iver,"Bon Iver, Bon Iver",['Rock'],2011-06-20,9.5
Wet Hair,In Vogue Spirit,"['Experimental', 'Rock']",2011-06-17,7.2
MV & EE,Country Stash,"['Folk/Country', 'Experimental', 'Rock']",2011-06-17,7.4
Arrange,Plantation,"['Electronic', 'Rock']",2011-06-17,7.7
Neil Young,Archives Performance Series Volume 9: A Treasure,['Rock'],2011-06-17,7.3
Marissa Nadler,Marissa Nadler,['Folk/Country'],2011-06-17,8.1
Puerto Rico Flowers,7,['Rock'],2011-06-16,6.8
Processory,Change Is Gradual,['Electronic'],2011-06-16,7.4
The Black Swans,Don't Blame the Stars,['Rock'],2011-06-16,7.5
Ikue Mori,FRKWYS Vol. 6,"['Experimental', 'Rock', 'Electronic']",2011-06-16,7.3
Mercury Rev,Deserter's Songs [Deluxe Edition],['Rock'],2011-06-16,9.3
Kyle Bobby Dunn,Ways of Meaning,['Rock'],2011-06-15,7.1
Vetiver,The Errant Charm,['Rock'],2011-06-15,6.4
DJ Harvey,Locussolus,"['Electronic', 'Pop/R&B']",2011-06-15,7.3
Thee Oh Sees,Castlemania,['Rock'],2011-06-15,7.6
Paul McCartney,McCartney,['Rock'],2011-06-15,7.9
An Horse,Walls,['Rock'],2011-06-14,6.4
Hail Mary Mallon,Are You Gonna Eat That?,['Rap'],2011-06-14,6.7
Holy Other,With U EP,"['Electronic', 'Rock']",2011-06-14,7.6
The Caretaker,An Empty Bliss Beyond This World,['Electronic'],2011-06-14,8.2
Sebadoh,Bakesale [Deluxe Edition],"['Experimental', 'Rock']",2011-06-14,8.5
Jackie-O Motherfucker,Earth Sound System,"['Experimental', 'Rock']",2011-06-13,5.6
The Ladybug Transistor,Clutching Stems,['Rock'],2011-06-13,6.4
