artist,album,rating
Swans,Deliquescence,91
Satoko Shibata,Ai noXiu Ri ,61
EABS,Repetitions (Letters to Krzysztof Komeda),70
Leo The Kid,Might Be Blue,92
Erohypnos,hard ^ n,56
Russian Red,Karaoke,75
Yung,Yung,75
Good Dog Nigel,Self Titled,81
Yogee New Waves,WAVES,65
Faune,Faune,0
Pin Park,Krautpark,0
Various Artists,Five Years of Loving Notes,76
XXXtentacion,Revenge,47
The I.L.Y.'s,Bodyguard,60
Molyneaux,Emotiono,84
Unsichtbar,Jugend,80
Markus Mehr,Dyschronia,76
Ariwo,Ariwo,66
Roy Kim,Blossom,64
Twice,SIGNAL,57
Kettenkarussell,Insecurity Guard,80
Juicy J,Gas Face,62
400ppm,Fit For Purpose,80
VIXX,Shangri-La,82
DJ Artz,Isin Mutfagi,65
Pulse Emitter,Chilling in the Eye of the Storm,82
POLAROID,DEGENERATION . exe,62
Nian Gong (Nengu),PONGYARON,82
Frainstrumentos,Recortes,80
Isabelle Huang,Lai Ri Fang Chang ,67
Frankie Broyles,Slow Return,69
TELEBIT,Ciegos Corazones,79
Charles Bobuck,Clank Clank Clank,0
Courts,Back of the Mind,0
Hanna,The Never End EP,75
Primeira Dama,Primeira Dama,85
Fleshpress,Hulluuden Muuri,80
The Holy Future,Might Be Blue,0
Wallace Costa,Promises Between Strangers,55
Venus,rose coloured death,35
[lilyrank],Artificial Love,59
Strikkeklubben,Barely Visible,0
Run Maggie Run,Run Maggie Run,0
Drop Therapy,Binary Rebirth,0
H+,Funky Robot,0
Cascade Falls,Clouds Change Nostalgia Stays the Same,68
Paramore,After Laughter,82
Harry Styles,Harry Styles,65
Girlpool,Powerplant,76
PWR BTTM,Pageant,80
J Hus,Common Sense,80
Amber Mark,3:33am,73
Machine Gun Kelly,bloom,73
Paul Weller,A Kind Revolution,79
Hazel English,Just Give In / Never Going Home,80
B.o.B.,Ether,73
Trippie Redd,A Love Letter To You,71
Ellen Allien,Nost,69
Hundred Waters,Currency,70
Shinichi Atobe,From the Heart It's a Start a Work of Art,81
Colter Wall,Colter Wall,73
Son Lux,Remedy,71
Dreamcar,Dreamcar,68
Mando Diao,Good Times,70
Choker,PEAK,81
Seether,Poison The Parish,70
Ulsect,Ulsect,76
Biosphere,The Petrified Forest,71
Todd Rundgren,White Knight,57
Luke Sital-Singh,Time Is A Riddle,70
Spencer Radcliffe & Everyone Else,Enjoy The Great Outdoors,71
Yazz Ahmed,La Saboteuse,75
Perc,Bitter Music,77
First Hate,A Prayer for the Unemployed,78
Her's,Songs of Her's,80
Fis & Rob Thorne,Clear Stones,79
Pearson Sound,Robin Chasing Butterflies,82
Juanes,Mis Planes Son Amarte,90
Sarah P.,Who Am I,78
White Ward,Futility Report,76
ICYTWAT,MILK,59
Mark Pritchard,Under The Sun (Expanded Vol. 1),68
Silvia Perez Cruz,Vestida de nit,78
Sunshine & The Rain,In the Darkness of My Light,62
Slackk,A Little Light,70
Joey Agresta,Let's Not Talk About Music,70
Various Artists,The Bob's Burgers Music Album,79
Quantic & Nidia Gongora,Curao,80
Jonas Kopp,Photon Belt,70
patten,Requiem,68
Love A,Nichts ist neu,86
Thomas Azier,Rouge,83
Faye Webster,Faye Webster,83
Voyager,Ghost Mile,80
Everything Is Recorded,Close but Not Quite,67
L.A. Takedown,II,70
MC Bin Laden,E Grau EP,72
Diagrams,Dorothy,80
Elf Power,Twitching in Time,80
John Frum,A Stirring in the Noos,80
Aidan Baker & Karen Willems,Nonland,80
Jazzmeia Horn,A Social Call,80
Samsara Blues Experiment,One with the Universe,80
Jumo,Derive,82
LeToya,Back 2 Life,82
Payroll Giovanni,Payface,70
Goo Goo Dolls,You Should Be Happy,63
Harem Scarem,United,43
Ecid,How To Fake Your Own Death,77
Akira Presidente,Fa7her,53
Ramona Rey,Ramona Rey 4,59
Wrabel,We could Be Beautiful,84
Bonaventure,FREE LUTANGU,64
Tangerines,Into The Flophouse,53
Glass Vaults,The New Happy,60
DJ Hell,Zukunftsmusik,68
Marco Shuttle,Systhema,74
Vatican Shadow,Rubbish of the Floodwaters,77
Romantic States,Corduroy In Italy,80
White Sea,Tropical Odds,80
Le Prince Harry,Synthetic Love,95
Lilac Lungs,Eventide,74
P-Lo,More Than Anything,73
Summoner,Beyond the Realm of Light,64
Clowns,Lucid Again,71
Ingrid Michaelson,Alter Egos,75
nina and kris,Complications,67
Amad Bassouar,Prophets Against Zion,65
Moinho,Elastikanimal,68
Fabrizio Paterlini,Secret Book,74
Thyrant,What We Left Behind...,70
Scott Helman,Hotel de Ville,70
Caballero & JeanJass,Double Helice 2,83
Pom Poms,Turn You Out,60
Blak Saagan,A Personal Voyage,75
Gnarwhal,Crucial,46
Acid Mothers Temple & the Melting Paraiso U.F.O.,Sycamore Trees,61
Lorenzo Balloni,subetewoShe teteZi rawoJie kiFang tsu,57
Mehmet Gureli,Zamboni Sokagi,70
Fictionist,Sleep Machine,68
Camp Howard,Juice,73
Youth Killed It,Modern Bollotics,50
Principe Valiente,Oceans,90
Oren Lavie,Bedroom Crimes,65
Chemtrails,Headless Pin Up Girl,65
Apocalypse Orchestra,The End Is Nigh,80
Zac Brown Band,Welcome Home,58
New Jackson,From Night to Night,72
Sabbath Assembly,Rites of Passage,73
The Velveteins,Slow Wave,73
Don Bryant,Don't Give Up On Love,79
Overlake,Fall,80
La Santa Cecilia,Amar y Vivir,80
Hunter & The Bear,Paper Heart,80
Mat Maneri Evan Parker & Lucian Ban,Sounding Tears,80
Hortlax Cobra,Lightworks,83
Inglorious,II,86
Not You,Misty,90
Miriodor,Signal 9,90
Earth Electric,Vol. 1: Solar,0
Jim Jones & The Righteous Mind,Super Natural,0
Warrant,Louder Harder Faster,0
R5,New Addictions,0
Gideon,Cold,0
Kobra And The Lotus,Prevail I,0
Riverdale Cast,Riverdale (Original Television Soundtrack) [Season 1],0
Bruce Harper,Bruce Harper,0
Some Hollow,Green,0
Julia Vargas,Pop Banana,0
Deathbreaker,Disconnect,0
The Major Minor,Different Light,0
Amenra / Raketkanon,Nachtschade / Bohr,0
Voluptas Mors,Innocence,0
Wormwitch,Strike Mortal Soil,0
Sir The Baptist,Saint or Sinner,0
Smith & Thell,Soulprints,0
Philippe B,La grande nuit video,0
The Gun Club,In My Room,50
Threefifty,Gently Among the Coals,60
Lee Watson,Lee Watson,60
Woman,Happy Freedom,60
Endlings,Endlings,68
Los Colognes,The Wave,68
New Kids On The Block,Thankful,70
Fotocrime,Always Hell,70
Various Artists,Sing It High Sing It Low: Tumbleweed Records 1971-1973,70
The Creation,Creation Theory,70
New Cool Collective,New Cool Collective Big Band featuring Thierno Koite,70
Will Stratton,Rosewood Almanac,73
Tara Clerkin,Hello,74
The Van Pelt,Stealing From Our Favorite Thieves [Reissue],79
The Van Pelt,The Sultans of Sentiment [Reissue],79
Matthew Ryan,Hustle up Starlings,80
Ross Couper & Tom Oakes,Fiddle & Guitar,80
Annimeanz,The Murder Business,80
Peregrine Falls,Peregrine Falls,80
Lab Coast,Lab Coast,80
Manic Street Preachers,Send Away the Tigers [10 Year Collectors Edition],80
The Franklys,Are You Listening?,81
Valerian Swing,Nights,90
Dion,Kickin' Child,90
Francois-Xavier Roth & Les Siecles,Maurice Ravel: Daphnis & Chloe Complete Ballet,100
JResonance,In Living Color!,24
Gavin Miller,Illuminate,75
Sampa The Great,HERoes Act 2,79
SELA.,sell your life | internet money,75
I*G*O*R,OL,0
Grizzly,Reaper,0
Sinjin Hawke,First Opus,80
Johnny Jewel,Windswept,73
Gesu No Kiwami Otome,Da Mo Lin Qin ,64
Heaven,Lonesome Town,76
Psy,4X2=8,68
Maschinengewehr,World War X,63
Tropes,Dice Game,64
Dani Bander,Malacopa,90
Mach Hommy & Knxwledge,The Spook,70
City Your City,N / S,69
Sir Sicko,Solo Tape Vol. 3,0
Chirinuruwowaka,kiminoWei Lai niYong gaaru,0
Garbo,Cristal,0
Anthony Linell,Consolidate,72
Nick Murphy,Missing Link,66
Azizi Gibson,Memoirs of the Reaper,50
KRS-One,The World is MIND,62
Molly Drag,Whatever Reason,70
Cool 3D World,Cool 3D World,33
Nubya Garcia,Nubya's 5ive,80
Alive In Tucson,Cabin Weekend,70
Joostvd,Sagitario,0
Razziki,Vested Interest,80
Dean Blunt & Joanne Robertson,Wahalla,65
LE$,Midnight Club,73
Nokturnal Mortum,Istina,81
Opholus,Dense,62
Romeo,One Fine Day,70
Snakepiss,Immortal Flight,74
N8NOFACE,Stories Of Those,80
Jacek Doroszenko,Soundreaming,76
Lorenzo Masotto,Mountain Paths,68
Holy Boner,Extreme Noise Terrific,64
Jan Van den Broeke,11000 Dreams,0
Tentenko,Ennui Lapin,0
Young Marco,RA.571,0
STLNDRMS,Veggie Tacos,0
Azfarat,Enough of Song,60
Shy,Shy,80
IAMDDB,Vibe Volume 2.,64
Jordan,9TH OR SELWYN DR.,0
Awkward Geisha,Trees,0
Mike Dennis,Junction 19,70
Meek Mill,Meekend Music,59
Pop Up!,Sweet,64
Ceremonial Bloodbath,Command Sacrifice,0
Novel*Fae,From Fall to Roanoke,0
Perfume Genius,No Shape,83
Slowdive,Slowdive,82
Mac DeMarco,This Old Dog,77
Logic,Everybody,59
Forest Swords,Compassion,78
Pond,The Weather,76
Kasabian,For Crying Out Loud,63
The Afghan Whigs,In Spades,77
Hoops,Routines,74
Natalia Lafourcade,Musas,81
At The Drive-In,in*ter a*li*a,67
Wale,Shine,66
Nite Jewel,Real High,78
Joan Shelley,Joan Shelley,80
Blondie,Pollinator,66
Chris Stapleton,From A Room: Volume 1,77
Fazerdaze,Morningside,72
Russ,There's Really A Wolf,70
Full of Hell,Trumpeting Ecstasy,79
Brother Ali,All the Beauty in This Whole Life,79
Ho99o9,United States of Horror,76
Sigrid,Don't Kill My Vibe,73
Day Wave,The Days We Had,63
Black Lips,Satan's graffiti or God's art?,72
Alice Coltrane,World Spirituality Classics 1: The Ecstatic Music of Alice Coltrane Turiyasangitananda,78
Cafe Tacvba,Jei Beibi,90
Jesu/Sun Kil Moon,30 Seconds to the Decline of Planet Earth,70
Asgeir,Afterglow,70
Soley,Endless Summer,78
Moon Duo,Occult Architecture Vol. 2,68
Penguin Cafe,The Imperfect Sea,75
Chino Amobi,PARADISO,79
Niia,I,66
Nightlands,I Can Feel the Night Around Me,77
The Ruins of Beverast,Exuvia,82
San Cisco,The Water,62
Joni Void,Selfless,76
Cayetana,New Kind of Normal,77
Nick Cave & The Bad Seeds,Lovely Creatures,89
Tiny Vipers,Laughter,77
Carl Craig,Versus,79
Ian William Craig,Slow Vessels,76
Amanda Palmer & Edward Ka-Spel,I Can Spin a Rainbow,57
Wooden Wand,Clipper Ship,72
Jessica Moss,Pools of Light,75
John Moreland,Big Bad Luv,80
Diana Krall,Turn Up the Quiet,65
Ruth B.,Safe Haven,82
Lucki Eck$,Watch My Back,75
Bibio,Beyond Serious,50
Croatian Amor,Finding People,63
Doug Tuttle,Peace Potato,70
Motionless in White,Graveyard Shift,76
Swans,The Great Annihilator [Reissue],82
Wrekonize,Into the Further,77
Psymun,Rainbow Party,69
Kid Ink,7 Series,63
Underground Lovers,Staring At You Staring At Me,74
Theme Park,Is This How It Starts?,60
Alex Napping,Mise En Place,70
Big Walnuts Yonder,Big Walnuts Yonder,70
Gnarwolves,Outsiders,75
Tica Douglas,Our Lady Star of the Sea Help and Protect Us,80
Delia Gonzalez,Horse Follows Darkness,80
Incendiary,Thousand Mile Stare,90
Emperor X,Oversleepers International,60
Succumb,Succumb,65
Jeremih,Cinco De MihYo,18
Harmony Woods,Nothing Special,66
The Coathangers,Parasite,65
Radioactive Man,Luxury Sky Garden,74
Swordfish,Rodia,75
Proc Fiskal,The Highland Mob,75
Ricardo Villalobos,Empirical House,76
Bonnie 'Prince' Billy,Best Troubador,76
Pronto Mama,Any Joy,80
Organ Tapes,Words Fall To Ground,80
Tim Engelhardt,Moments of Truth,90
Grateful Dead,Cornell 5/8/77,100
Mr. Husband,Plaid On Plaid,76
I Buried Paul,Nepantla,66
Hysterie,Campagne / Capitale,79
Dappled Cities,IIIII,84
Suzi Analogue,Zonez V.3: The World Unwinds But The Sound Holds Me Tight,72
Bochum Welt,April,73
Cimorelli,Alive,82
Swim Mountain,Anyone,70
Nicole Mitchell,Mandorla Awakening II: Emerging Worlds,62
NO FAITH,Forced Subservience,71
Weregoat,Pestilential Rites of Infernal Fornication,79
Andrew Rayel,Moments,65
Carl Brave X Franco 126,Polaroid,83
El Murki,Breakeadito,42
Jaimie Branch,Fly or Die,77
Tall Juan,Golden Oldies,62
Taj Mahal & Keb' Mo',TajMo,65
Luke Vibert,Luke Vibert Presents UK Garave Vol. 1,68
Lush Purr,Cuckoo Waltz,73
A Lot Like Birds,DIVISI,78
Christopher Paul Stelling,Itinerant Arias,80
Grayscale,Adornment,80
Avishai Cohen,Cross My Palm With Silver,80
Faust,Fresh Air,82
AJ Davila,El Futuro,88
Tegh,Downfall,79
Mara Balls,Elava kivi,58
Hawkwind,Into The Woods,59
Daphne's Flight,Knows Time Knows Change,61
Strangers,Mirrorland,71
Mary Lambert,Bold,81
Saltillo,Ascension,80
BAL 5000,Bleu Infii,71
Lethal Bizzle,You'll Never Make a Million from Grime EP,63
Slaughter To Prevail,Misery Sermon,70
Organized Noize,Organized Noize,56
PZA,Meet Me at the Cult,64
Taiwan Housing Project,Veblen Death Mask,75
QUATUOR EBENE,ETERNAL STORIES,88
Kingdom Of Giants,All The Hell That You've Got To Spare,82
Mishima,Ara i res,75
Las Robertas,Waves of the New,60
Keita Juma,Friendly Reminders,80
Code Walk,Doubler,73
The Chuck Norris Experiment,Chuck Me,60
The Star Pillow,Invisible Summer,82
Video Salon,Video Salon,63
Mombojo & Laetitia Sadier,Summer Long,65
Tek.Lun & DrewsThatDude,No More Favors,84
New Hope Club,Welcome To The Club,74
The Gluts,Estasi,89
Nuage,Wild,64
Steve Fletcher,Oh Yay the Blues Have Got Me,70
Ojai,On the Mend,92
US Weekly,US Weekly,76
God Dethroned,The World Ablaze,70
Crown Larks,Population,48
More Eaze,firesid3 [email protected] r00m,59
Matt McGhee,Under New Management,62
Future Daughter / Matthew Gantt,Ekphrasis / Plastics,60
Goodbye June,Magic Valley,68
Visions Congo,Mulago Sound Studio,62
Alma,Ma peau aime,79
Omar Rodriguez-Lopez,Birth of a Ghost,74
LP,Lost on You,80
Various Artists,HOWSLA,58
Rogue + Jaye,Pent Up,60
The Sword,Greetings From,60
Kingston All Stars,Dubwise,70
Dishwalla,Juniper Road,73
Rev. Sekou,In Times Like These,74
Cat Clyde,Ivory Castanets,79
Peaness,Are You Sure?,80
Peter Rowan,My Aloha!,80
Angel Snow,Magnetic,80
Cattle & Cane,Mirrors,80
Walter Martin,My Kinda Music,83
Andris Nelsons & Gewandhausorchester Leipzig,Bruckner: Symphony No. 3 / Wagner: Tannhauser Overture,100
Ektomorf,Warpath,0
SCH,Deo Favente,0
Ulnar,Dreaming Of Sailing West,0
Robin Trower,Time and Emotion,0
Flobots,Noenemies,0
Haley Moley,Object Permanence,0
P A T H S pasu,L o s S a n t o s: d e s e r t_r e g i o n,0
Hate,Tremendum,0
Jaap Vink,Jaap Vink,0
Rudolf C,Goin' Good,0
Eyelids,or,0
Tom Adams,Silence,0
Iiah,Distances,0
Kingston All Star,Dubwise,0
Genetics And Windsurfing,Nonlinear Record,0
Blame,Blame,0
Gosheven,Leaper,0
Lion's Ambition & Marcus D,Portrait of a Muse,0
Mack Keane,2107,0
Fat Goth,Enorme!,60
Various Artists,Follow the Sun,60
Rheostatics,Brave New Waves Session,60
Anna Domino,East and West + Singles,60
Vulgarians,Almost-Instinct Almost True,60
Paul Bergmann,Nothing at All,60
The Rifles,The Rifles Unplugged Album: Recorded at Abbey Road Studios,65
Disco Inferno,In Debt [Reissue],68
The Mountain Movers,Mountain Movers,70
Horse Lords,Mixtape IV,70
Djustin,Voyagers,70
Patti LaBelle,Bel Hommage,70
Vinyl Theatre,Origami,70
Chris Robinson Brotherhood,Betty's Blends Vol. 3: Self-Rising Southern Blends,70
Mount Song,Mount Song,73
Bill MacKay,Esker,76
Ozomatli,Non-Stop: Mexico to Jamaica,80
Spencer Burton,Songs Of,80
Oceans Are Zeroes,Oceans Are Zeroes,80
Alexi Tuomarila,Kingdom,80
Bombnivores,In Tension,80
Floraleda ,#Darklight,80
Sun Ra,Singles: The Definitive 45s Collection Vol. 2: 1962-1991,80
chris+++,social justice whatever,80
Various Artists,Cover Stories: Brandi Carlile Celebrates 10 Years of the Story (An Album to Benefit War Child),82
Look Blue Go Purple,Still Bewitched,83
Michael Gira,Drainland [Reissue],83
Leftfield,Leftism 22,85
Grateful Dead,May 1977: Get Shown the Light,90
Various Artists,4 To The Floor presents Fourth Floor Records Volume 01,90
Felicia Atkinson,Hand in Hand,90
A Blaze Of Feather,EP 1,78
Gragoata,Gragoata,67
Vanessa Rossetto,Rocinante,70
Dosis Letalis,Surrounded By Ignorance,31
Ozel AB,Hogtown,0
Ze Bigode,FLUXO,0
Cora,Nao Vai Ter Cora!,0
Gragoata,Gragoata,0
Kareem,Your Markets Are Volatile,0
DeRais,Of Angel's Seed And Devil's Harvest,0
Septicemia,Year of the Unlight,0
Lutre,Apego,72
Skinshape,Life & Love,75
Victoria Hanna,Victoria Hanna,74
P A T H S pasu,biziyonrogu: S K Y,57
Earth Sounds,Alodia,55
Akina Nakamori,Vampire,60
#NAME?,omplete Single Collection,68
Skinshape,Ligf & Love,0
Cindy Lee,Cindy Lee X Shameless/Limitless,0
FRANCO,Tuneli (Remix),0
Charlie Bates Big Band,Silhouettes,60
Trixie Mattel,Two Birds,75
Lucas Santtana,Modo Aviao,74
Hype Williams,sweetchinmusik vol .1,73
DIGITAL ANGER,What's to Come (EP),63
A Pregnant Light,Devotion Unlaced,72
Muggle,Foldback,86
In Zaire,Visions of the Age to Come,70
Asta Rangu,plasticine,80
The Jewel Ship,Integrating Clouds,0
Mountain States,Whispers,0
Various Artists,Articulations,0
Various Artists,Emissions,0
Kenosis,He Reigns,0
Sentient Ignition,Enthroned in Gray,70
Triple H,199X,73
AceMo,Black Populous,73
Hotel Neon,Context,76
Brotzmann / Leigh,Sex Tape,59
Pollari,Dorothy,60
Megahammer,Murder Disco,80
Peter Brotzmann & Heather Leigh,Sex Tape,50
Frank Fitts,You're Lonely,0
Pedro Salvador,Pedro Salvador,0
Fehlgeburt,Kotzdale Berlin,0
Los Espiritus,Agua ardiente,0
Bl00dwave,Fake Reality,0
Thousand Yard Stare,DeepDreaming,80
Thousand Yard Stare,StarGrazing,80
Warcrab,Scars of Aeons,80
ToiToiToi,Im Hag,55
Kamaiyah,Don't Ever Get It Twisted,0
Dosis Letalis,Surrounded By Ignorance,0
Animals Killing People,Eat Your Murder,0
Shelling,Waiting for Mint Shower!!,75
Red Samara Automobile Club,Tantsy tret'ego mira,80
Shibalba,Psychostasis - Death Of Khat,0
Facade,Loathe,0
Palette-Swap Ninja,Princess Leia's Stolen Death Star Plans,0
Dead Arms,4 Track Masters,0
Vanguart,Beijo Estranho,76
Havukruunu,Kelle Surut Soi,68
Sondai,Wallflower,79
Divine Council,DB$B,79
TATSUYA MARUYAMA,SOUND TRACK,82
albinotron,Prop Hunt,0
Burned In Effigy,Terrestrial,0
Gorillaz,Humanz,75
Feist,Pleasure,80
Sylvan Esso,What Now,76
Ryuichi Sakamoto,async,81
Colin Stetson,All This I Do For Glory,81
Cashmere Cat,9,68
Sufjan Stevens,Carrie & Lowell Live,88
Thurston Moore,Rock N Roll Consciousness,76
Mary J. Blige,Strength of a Woman,71
Lea Michele,Places,50
Mew,Visuals,66
Wilsen,I Go Missing in My Sleep,76
Mark Lanegan Band,Gargoyle,77
JMSN,Whatever Makes U Happy,73
Mon Laferte,La Trenza,80
Sophia Kennedy,Sophia Kennedy,72
Criolo,Espiral de Ilusao,80
Kara-Lis Coverdale,Grafts,80
BNQT,Volume 1,70
Willie Nelson,God's Problem Child,79
The New Year,Snow,76
G Perico,All Blue,78
Juliana Hatfield,Pussycat,81
Aaron Dilloway,The Gag File,74
WALL,Untitled,82
TW Walsh,Terrible Freedom,85
Ayreon,The Source,74
Kweku Collins,grey,77
Lone,Ambivert Tools Volume One,61
New Found Glory,Makes Me Sick,67
Mark Mulcahy,The Possum in the Driveway,68
Little Cub,Still Life,78
Winter Aid,The Murmur of the Land,79
Spinvis,Trein Vuur Dageraad,74
Anamai,What Mountain,69
Los Angeles Police Department,Los Angeles Police Department,75
All That Remains,Madness,40
The Cranberries,Something Else,65
John Mellencamp,Sad Clowns & Hillbillies,71
Shugo Tokumaru,Toss,72
Sarah Shook & The Disarmers,Sidelong,79
Helm,World In Action,80
Robert Cray & Hi Rhythm,Robert Cray & Hi Rhythm,80
Morning Teleportation,Salivating For Symbiosis,83
Airling,Hard to Sleep Easy to Dream,82
Christoph Berg,Conversations,76
He Is Legend,Few,85
Fast Romantics,American Love,70
Vok,Figure,70
Trombone Shorty,Parking Lot Symphony,70
Hajk,Hajk,73
Cataldo,Keepers,80
Lil Ugly Mane,Mista Thug Isolation [Reissue],82
Lisa Knapp,Till April Is Dead - A Garland of May,100
Violents & Monica Martin,Awake and Pretty Much Sober,81
Nef The Pharaoh,The Chang Project,68
Lao,Perfil,76
Rodrigo Campos Jucara Marcal & Gui Amabis,Sambas do Absurdo,76
Pausal,Avifaunal,75
Big Big Train,Grimspound,79
Blood Command,Cult Drugs,85
Kenoma,The Tides Will Prevail,80
Andrew Wasylyk,Themes for Buildings and Spaces,80
Figure Walking,The Big Other,90
Firespawn,The Reprobate,78
Bill Baird,Easy Machines,84
Project Pablo,Risk the Rip,72
Damso,Ipseite,69
Stuff.,old dreams new planets,82
Mammoth Mammoth,Mount the Mountain,72
Brainwaltzera,Aescoba,82
Alter,Pendulum,83
Elkhorn,The Black River,56
Shadow of Intent,Reclaimer,77
Veldes,The Bitterness Prophecy,68
McFabulous,McFabulous,72
Elliot Moss,Boomerang,69
Puta Volcano,Harmony Of Spheres,86
L.A.,King of Beasts,71
Say Sue Me,Say Sue Me,74
Artificial Language,The Observer,85
American Standards,Anti-Melody,81
Yeek,Sebastian,84
Various Artists,Guardians Of The Galaxy - Awesome Mix Vol. 2,72
Clean Cut Kid,Felt,40
Daisyhead,In Case You Missed It,50
The Whistles & The Bells,Modern Plagues,62
Weed,Born Wrong Love,65
DJ Format & Abdominal,Still Hungry,70
